county,nov_rate,state,year,2008_pop_est,total area sqmi,water area,land area
Taney County,6.1,Missouri,2008,49711,651.48,19.12,632.36
Texas County,7.8,Missouri,2008,25597,1179.24,0.7,1178.54
Vernon County,6,Missouri,2008,20891,837.04,3.09,833.95
Warren County,7.9,Missouri,2008,31975,437.74,6.43,431.31
Washington County,11.3,Missouri,2008,25113,762.46,2.87,759.59
Wayne County,7.8,Missouri,2008,13397,774.09,13.05,761.03
Webster County,6.6,Missouri,2008,35938,593.69,0.37,593.32
Worth County,5,Missouri,2008,2166,266.75,0.23,266.52
Wright County,8,Missouri,2008,18904,683.18,1.05,682.13
Beaverhead County,4.8,Montana,2008,9166,5572.04,29.73,5542.31
Big Horn County,8.4,Montana,2008,12564,5014.65,19.84,4994.81
Blaine County,4.7,Montana,2008,6401,4238.92,12.74,4226.18
Broadwater County,6.5,Montana,2008,5261,1238.94,47.59,1191.35
Carbon County,4.4,Montana,2008,9965,2062.19,14.2,2047.99
Carter County,3.3,Montana,2008,1172,3348.29,8.73,3339.57
Cascade County,4.9,Montana,2008,80529,2711.65,13.75,2697.9
Chouteau County,3.7,Montana,2008,5774,3997,23.76,3973.24
Custer County,3.8,Montana,2008,11515,3793.22,10.09,3783.13
Daniels County,4.3,Montana,2008,1704,1426.52,0.43,1426.09
Dawson County,3.3,Montana,2008,8925,2383.13,9.99,2373.14
Deer Lodge County,7.7,Montana,2008,9351,741.16,4.19,736.98
Fallon County,2.4,Montana,2008,2807,1623.02,2.69,1620.33
Fergus County,4.6,Montana,2008,11448,4350.36,11.2,4339.17
Flathead County,8.9,Montana,2008,90260,5256.45,158.11,5098.34
Gallatin County,5.7,Montana,2008,88932,2631.84,26,2605.84
Garfield County,3.7,Montana,2008,1205,4847.54,179.48,4668.06
Glacier County,9.9,Montana,2008,13109,3037.11,42.39,2994.72
Golden Valley County,5.5,Montana,2008,890,1176.4,1.1,1175.3
Granite County,7.9,Montana,2008,3031,1733.11,5.67,1727.44
Hill County,4.8,Montana,2008,15889,2916.05,19.69,2896.36
Jefferson County,4.7,Montana,2008,11203,1658.83,2.19,1656.64
Judith Basin County,5,Montana,2008,2071,1870.71,0.86,1869.85
Lake County,8.6,Montana,2008,28515,1653.72,159.95,1493.77
Lewis and Clark County,4.3,Montana,2008,61747,3497.56,36.6,3460.96
Liberty County,5.1,Montana,2008,2225,1447.19,17.44,1429.76
Lincoln County,12,Montana,2008,19541,3675.11,62.44,3612.67
Madison County,5.7,Montana,2008,7674,3602.85,16.31,3586.54
McCone County,2.5,Montana,2008,1720,2682.77,40.25,2642.53
Meagher County,8.6,Montana,2008,1893,2394.83,3.02,2391.82
Mineral County,8.8,Montana,2008,4177,1223.38,3.56,1219.82
Missoula County,5.7,Montana,2008,107747,2618.34,20.37,2597.97
Musselshell County,5,Montana,2008,4423,1870.91,3.76,1867.15
Park County,6.8,Montana,2008,15896,2813.59,11.18,2802.41
Petroleum County,5.9,Montana,2008,481,1674.01,20.11,1653.9
Phillips County,4.4,Montana,2008,4182,5212.17,72.6,5139.57
Pondera County,5.6,Montana,2008,6117,1639.85,15.16,1624.7
Powder River County,2.6,Montana,2008,1756,3297.94,0.76,3297.18
Powell County,9.8,Montana,2008,7036,2332.68,6.74,2325.94
Prairie County,2.9,Montana,2008,1123,1742.56,6,1736.55
Ravalli County,7.9,Montana,2008,40223,2400.32,6.11,2394.21
Richland County,2.9,Montana,2008,9430,2103.02,18.93,2084.09
Roosevelt County,7.1,Montana,2008,10129,2369.65,14.05,2355.6
Rosebud County,5.8,Montana,2008,9095,5026.94,14.57,5012.37
Sanders County,13.9,Montana,2008,11433,2790.03,27.86,2762.17
Sheridan County,3.2,Montana,2008,3385,1706.3,29.73,1676.58
Silver Bow County,5,Montana,2008,33812,718.97,0.66,718.31
Stillwater County,4.5,Montana,2008,8945,1804.61,9.52,1795.09
Sweet Grass County,2.8,Montana,2008,3755,1862,6.92,1855.08
Teton County,4.5,Montana,2008,6143,2292.58,19.97,2272.61
Toole County,3.5,Montana,2008,5079,1945.86,34.91,1910.95
Treasure County,4.8,Montana,2008,754,984.11,5.24,978.86
Valley County,3.6,Montana,2008,7415,5061.98,140.98,4921
Wheatland County,4.2,Montana,2008,2151,1428.29,5.19,1423.09
Wibaux County,3.5,Montana,2008,986,890.09,0.78,889.31
Yellowstone County,3.8,Montana,2008,144255,2649.05,13.9,2635.15
Adams County,3,Nebraska,2008,31160,564.16,0.76,563.41
Antelope County,2.9,Nebraska,2008,6704,858.43,1.37,857.06
Arthur County,3.8,Nebraska,2008,453,718.32,2.95,715.37
Banner County,2.3,Nebraska,2008,677,746.37,0.15,746.22
Blaine County,5,Nebraska,2008,456,714.34,3.59,710.74
Boone County,2.9,Nebraska,2008,5548,687.25,0.56,686.69
Box Butte County,4,Nebraska,2008,11482,1077.84,2.54,1075.29
Boyd County,2.6,Nebraska,2008,2102,544.59,4.54,540.05
Brown County,2.7,Nebraska,2008,3149,1225.08,3.8,1221.28
Buffalo County,2.6,Nebraska,2008,45343,975.27,7.28,967.99
Burt County,4,Nebraska,2008,6967,497.1,4.33,492.77
Butler County,2.9,Nebraska,2008,8355,584.41,0.82,583.59
Cass County,3.5,Nebraska,2008,25322,566.21,7.03,559.18
Cedar County,2.6,Nebraska,2008,8839,745.81,5.59,740.23
Chase County,2.7,Nebraska,2008,3865,897.63,3.14,894.5
Cherry County,2.4,Nebraska,2008,5752,6009.54,49.02,5960.52
Cheyenne County,2.7,Nebraska,2008,10150,1196.45,0.11,1196.34
Clay County,3.4,Nebraska,2008,6543,573.53,0.49,573.03
Colfax County,2.8,Nebraska,2008,10083,418.58,5.44,413.14
Cuming County,3,Nebraska,2008,9215,574.54,2.54,572
Custer County,2.5,Nebraska,2008,11001,2576.08,0.37,2575.71
Dakota County,3.8,Nebraska,2008,20559,267.39,3.6,263.8
Dawes County,2.9,Nebraska,2008,9134,1400.86,4.62,1396.24
Dawson County,3.5,Nebraska,2008,24160,1019.3,6.37,1012.92
Deuel County,3.1,Nebraska,2008,1986,440.79,0.9,439.89
Dixon County,2.5,Nebraska,2008,6004,482.72,6.33,476.39
Dodge County,3.5,Nebraska,2008,36548,543.92,9.53,534.39
Douglas County,3.6,Nebraska,2008,504547,339.6,8.62,330.98
Dundy County,3.6,Nebraska,2008,1973,920.79,0.93,919.86
Fillmore County,3.2,Nebraska,2008,5940,576.62,0.16,576.46
Franklin County,3,Nebraska,2008,3167,576.11,0.19,575.92
Frontier County,2.7,Nebraska,2008,2786,980.06,5.51,974.55
Furnas County,2.8,Nebraska,2008,4873,720.51,2.42,718.09
Gage County,5.8,Nebraska,2008,22574,859.94,4.65,855.29
Garden County,3.1,Nebraska,2008,2004,1731,26.6,1704.4
Garfield County,2.6,Nebraska,2008,2001,571.34,1.31,570.03
Gosper County,3.4,Nebraska,2008,2049,462.74,4.57,458.18
Grant County,2.8,Nebraska,2008,653,783.23,7,776.22
Greeley County,2.8,Nebraska,2008,2548,570.71,0.85,569.85
Hall County,3,Nebraska,2008,56795,552.22,5.83,546.4
Hamilton County,2.6,Nebraska,2008,9157,546.77,3.09,543.68
Harlan County,3.6,Nebraska,2008,3435,574.18,21.4,552.78
Hayes County,4.6,Nebraska,2008,986,713.33,0.22,713.11
Hitchcock County,3.8,Nebraska,2008,2927,718.57,8.54,710.03
Holt County,2.5,Nebraska,2008,10399,2417.65,4.99,2412.66
Hooker County,5.7,Nebraska,2008,734,721.51,0.34,721.17
Howard County,2.8,Nebraska,2008,6261,575.74,6.27,569.47
Jefferson County,4.2,Nebraska,2008,7684,575.5,2.48,573.01
Johnson County,3.4,Nebraska,2008,5203,376.82,0.69,376.13
Kearney County,2.4,Nebraska,2008,6554,516.13,0.11,516.03
Keith County,3.2,Nebraska,2008,8290,1109.77,48.51,1061.26
Keya Paha County,4.1,Nebraska,2008,836,774.17,0.89,773.29
Kimball County,3.7,Nebraska,2008,3761,952.31,0.58,951.72
Knox County,3.1,Nebraska,2008,8708,1139.65,31.53,1108.12
Lancaster County,3,Nebraska,2008,279605,846.71,7.83,838.88
Lincoln County,2.9,Nebraska,2008,36301,2575.1,11.12,2563.98
Logan County,2.4,Nebraska,2008,730,571.15,0.46,570.68
Loup County,3.1,Nebraska,2008,630,571.02,1.31,569.71
Madison County,3.5,Nebraska,2008,34319,575.05,2.49,572.57
McPherson County,1.9,Nebraska,2008,558,860.02,1.04,858.98
Merrick County,3,Nebraska,2008,7734,494.72,9.85,484.88
Morrill County,3.6,Nebraska,2008,5079,1429.81,6.06,1423.75
Nance County,3.2,Nebraska,2008,3745,448.04,6.73,441.32
Nemaha County,4.7,Nebraska,2008,7280,411.89,2.58,409.3
Nuckolls County,3,Nebraska,2008,4571,575.96,0.66,575.3
Otoe County,3.9,Nebraska,2008,15728,619.09,3.4,615.69
Pawnee County,3.5,Nebraska,2008,2711,432.95,1.38,431.57
Perkins County,2.5,Nebraska,2008,2949,884.27,1.1,883.18
Phelps County,2.5,Nebraska,2008,9195,540.6,0.64,539.97
Pierce County,3.1,Nebraska,2008,7286,575.27,1.34,573.93
Platte County,3,Nebraska,2008,31527,689.08,11.01,678.07
Polk County,3,Nebraska,2008,5402,440.72,1.88,438.84
Red Willow County,3.9,Nebraska,2008,11034,718.06,1.4,716.65
Richardson County,4.3,Nebraska,2008,8413,555.95,2.7,553.26
Rock County,2.5,Nebraska,2008,1554,1011.85,3.4,1008.46
Saline County,4,Nebraska,2008,14048,576.06,0.73,575.34
Sarpy County,3.2,Nebraska,2008,152762,247.28,6.76,240.52
Saunders County,3.3,Nebraska,2008,20446,758.82,4.92,753.9
Scotts Bluff County,3.7,Nebraska,2008,36536,745.5,6.22,739.27
Seward County,3,Nebraska,2008,16653,575.73,0.97,574.75
Sheridan County,3.3,Nebraska,2008,5500,2469.99,28.95,2441.04
Sherman County,2.8,Nebraska,2008,3147,571.63,5.78,565.84
Sioux County,3,Nebraska,2008,1360,2067.32,0.73,2066.59
Stanton County,3.1,Nebraska,2008,6145,431.06,1.23,429.83
Thayer County,3.2,Nebraska,2008,5253,575.3,0.75,574.55
Thomas County,3,Nebraska,2008,661,713.65,0.79,712.86
Thurston County,6.4,Nebraska,2008,6821,396.25,2.44,393.81
Valley County,2.6,Nebraska,2008,4228,570.51,2.41,568.11
Washington County,3.2,Nebraska,2008,20101,393.76,3.27,390.49
Wayne County,2.9,Nebraska,2008,9481,443.48,0.05,443.43
Webster County,3,Nebraska,2008,3771,575.02,0.13,574.89
Wheeler County,2,Nebraska,2008,831,575.57,0.41,575.17
York County,4.7,Nebraska,2008,13881,576.02,0.36,575.66
Carson City,8.3,Nevada,2008,55552,155.66,12.31,143.35
Churchill County,6.9,Nevada,2008,25049,5023.38,94.3,4929.08
Clark County,8.2,Nevada,2008,1912349,8090.66,180.32,7910.34
Douglas County,9,Nevada,2008,47270,737.65,27.8,709.85
Elko County,4.7,Nevada,2008,47634,17202.94,23.91,17179.03
Esmeralda County,6.6,Nevada,2008,820,3589,0.5,3588.5
Eureka County,4.7,Nevada,2008,1778,4179.96,4.28,4175.68
Humboldt County,5.7,Nevada,2008,15958,9657.87,9.96,9647.91
Lander County,4.6,Nevada,2008,5521,5519.47,25.84,5493.63
Lincoln County,5.5,Nevada,2008,5106,10636.77,3.17,10633.61
Lyon County,11.9,Nevada,2008,52156,2016.4,22.71,1993.69
Mineral County,7.9,Nevada,2008,4781,3812.97,56.56,3756.4
Nye County,11.7,Nevada,2008,44367,18158.73,12.07,18146.66
Pershing County,8,Nevada,2008,6665,6067.55,30.99,6036.56
Storey County,8.3,Nevada,2008,4099,263.8,0.34,263.45
Washoe County,8.1,Nevada,2008,414793,6551.32,209.05,6342.27
White Pine County,5.2,Nevada,2008,9732,8896.6,20.62,8875.98
Belknap County,4.3,New Hampshire,2008,60239,468.55,67.26,401.29
Carroll County,4,New Hampshire,2008,48013,992.24,58.44,933.8
Cheshire County,3.6,New Hampshire,2008,77472,729.15,21.75,707.4
Coos County,5.6,New Hampshire,2008,33488,1831.44,31.06,1800.39
Grafton County,3.4,New Hampshire,2008,88745,1750.08,36.75,1713.33
Hillsborough County,4,New Hampshire,2008,399556,892.2,15.84,876.36
Merrimack County,3.7,New Hampshire,2008,147170,956.49,22.06,934.43
Rockingham County,4.5,New Hampshire,2008,294996,793.96,99,694.96
Strafford County,3.7,New Hampshire,2008,122460,383.91,15.15,368.76
Sullivan County,3.7,New Hampshire,2008,43767,551.92,14.54,537.38
Atlantic County,7.9,New Jersey,2008,273014,671.45,110.37,561.07
Bergen County,4.6,New Jersey,2008,895328,246.8,12.63,234.17
Burlington County,5.4,New Jersey,2008,446831,819.43,14.86,804.57
Camden County,6.5,New Jersey,2008,513853,227.58,5.28,222.3
Cape May County,10.4,New Jersey,2008,97550,620.28,365.09,255.19
Cumberland County,8.6,New Jersey,2008,155738,676.59,187.29,489.3
Essex County,6.8,New Jersey,2008,778165,129.56,3.29,126.27
Gloucester County,5.7,New Jersey,2008,286072,336.92,12.2,324.72
Hudson County,6.7,New Jersey,2008,619533,62.43,15.74,46.69
Hunterdon County,4,New Jersey,2008,128449,437.76,7.82,429.94
Mercer County,4.9,New Jersey,2008,364119,228.84,2.91,225.93
Middlesex County,5.2,New Jersey,2008,799191,322.51,12.79,309.72
Monmouth County,5.1,New Jersey,2008,627348,665.12,193.18,471.94
Morris County,4.3,New Jersey,2008,489743,481.29,12.29,468.99
Ocean County,6.5,New Jersey,2008,569485,915.88,279.6,636.28
Passaic County,7,New Jersey,2008,494904,197.05,11.76,185.29
Salem County,6.9,New Jersey,2008,65974,372.57,34.69,337.88
Somerset County,4.3,New Jersey,2008,318856,305.05,0.36,304.69
Sussex County,5.1,New Jersey,2008,150145,535.99,14.73,521.26
Union County,6,New Jersey,2008,527528,105.46,2.17,103.29
Warren County,5.7,New Jersey,2008,109264,362.75,4.89,357.87
Bernalillo County,5,New Mexico,2008,646879,1168.65,2.62,1166.03
Catron County,6.8,New Mexico,2008,3631,6929.03,1.22,6927.81
Chaves County,4.7,New Mexico,2008,64378,6075.07,4.21,6070.86
Cibola County,4.9,New Mexico,2008,27259,4541.71,2.5,4539.21
Colfax County,5.5,New Mexico,2008,13764,3768.05,11.26,3756.79
Curry County,3.2,New Mexico,2008,45512,1407.67,1.72,1405.95
Debaca County,4.6,New Mexico,2008,2000,2333.83,8.96,2324.87
Dona Ana County,4.9,New Mexico,2008,200855,3814.62,7.44,3807.18
Eddy County,3,New Mexico,2008,52566,4197.57,15.55,4182.02
Grant County,6.5,New Mexico,2008,29921,3967.5,1.62,3965.88
Guadalupe County,6.8,New Mexico,2008,4701,3031.58,1.2,3030.37
Harding County,2.7,New Mexico,2008,690,2125.95,0.61,2125.34
Hidalgo County,4.7,New Mexico,2008,5022,3445.91,0.28,3445.63
Lea County,3,New Mexico,2008,62737,4394.02,1.06,4392.96
Lincoln County,3.9,New Mexico,2008,20458,4831.25,0.28,4830.97
Los Alamos County,2.9,New Mexico,2008,17924,109.35,0,109.35
Luna County,13,New Mexico,2008,25375,2965.28,0.19,2965.09
McKinley County,5.9,New Mexico,2008,70449,5455.22,6.49,5448.72
Mora County,9.2,New Mexico,2008,4909,1933.48,2.38,1931.1
Otero County,4.8,New Mexico,2008,62498,6627.43,0.93,6626.5
Quay County,5,New Mexico,2008,8978,2881.8,6.87,2874.93
Rio Arriba County,5.8,New Mexico,2008,40008,5896.1,38.47,5857.63
Roosevelt County,3.1,New Mexico,2008,19074,2454.87,6.37,2448.5
San Juan County,4.1,New Mexico,2008,126905,5538.36,24.35,5514.02
San Miguel County,5,New Mexico,2008,29234,4735.63,18.59,4717.04
Sandoval County,5.9,New Mexico,2008,125368,3714.32,4.98,3709.34
Santa Fe County,4.2,New Mexico,2008,141704,1910.79,1.6,1909.19
Sierra County,4.2,New Mexico,2008,11914,4236.3,56.07,4180.23
Socorro County,3.5,New Mexico,2008,17966,6648.71,2.31,6646.4
Taos County,6.3,New Mexico,2008,32467,2204.62,1.45,2203.17
Torrance County,5.7,New Mexico,2008,16257,3345.81,1,3344.81
Union County,3.2,New Mexico,2008,4380,3830.79,0.79,3830
Valencia County,5.8,New Mexico,2008,74879,1068.21,0.58,1067.63
Albany County,5.1,New York,2008,303739,533.21,9.76,523.45
Allegany County,6.4,New York,2008,49177,1034.42,4.2,1030.22
Bronx County,8.4,New York,2008,1363488,57.43,15.4,42.03
Broome County,6,New York,2008,201029,715.46,8.64,706.82
Cattaraugus County,6.4,New York,2008,80761,1322.25,12.4,1309.85
Cayuga County,6.1,New York,2008,80482,863.64,170.46,693.18
Chautauqua County,6,New York,2008,135229,1500.02,437.97,1062.05
Chemung County,6.3,New York,2008,88503,410.79,2.62,408.17
Chenango County,6.5,New York,2008,51326,898.7,4.34,894.36
Clinton County,6.7,New York,2008,82401,1117.61,78.67,1038.95
Columbia County,5,New York,2008,63253,648.27,12.54,635.73
Cortland County,7,New York,2008,49537,501.52,1.87,499.65
Delaware County,6.1,New York,2008,48363,1468.04,21.67,1446.37
Dutchess County,5.5,New York,2008,296267,825.38,23.78,801.59
Erie County,5.9,New York,2008,920571,1226.89,182.68,1044.21
Essex County,7.6,New York,2008,39435,1916.5,119.7,1796.8
Franklin County,7.4,New York,2008,51907,1697.44,65.95,1631.49
Fulton County,7.2,New York,2008,55584,532.9,36.73,496.17
Genesee County,6,New York,2008,59895,495.33,1.22,494.11
Greene County,6.5,New York,2008,49467,658.13,10.38,647.75
Hamilton County,7.9,New York,2008,4893,1807.81,87.41,1720.39
Herkimer County,6.3,New York,2008,64404,1458.35,47.1,1411.25
Jefferson County,7.5,New York,2008,115033,1857.08,584.88,1272.2
Kings County,6.7,New York,2008,2460361,96.9,26.29,70.61
Lewis County,6.9,New York,2008,26878,1289.89,14.47,1275.42
Livingston County,6.1,New York,2008,65637,640.44,8.32,632.13
Madison County,5.8,New York,2008,73075,661.54,5.69,655.86
Monroe County,5.7,New York,2008,741018,1365.61,706.31,659.29
Montgomery County,7,New York,2008,49951,410.32,5.51,404.82
Nassau County,5.1,New York,2008,1325129,453.08,166.39,286.69
New York County,5.6,New York,2008,1587022,33.77,10.81,22.96
Niagara County,6.8,New York,2008,215793,1139.83,616.89,522.95
Oneida County,5.7,New York,2008,234482,1257.11,44.41,1212.7
Onondaga County,5.6,New York,2008,463472,805.69,25.4,780.29
Ontario County,5.5,New York,2008,106302,662.43,18.05,644.38
Orange County,5.7,New York,2008,370201,838.55,22.21,816.34
Orleans County,7.1,New York,2008,43254,817.47,426.07,391.4
Oswego County,7.3,New York,2008,122366,1312.18,358.88,953.3
Otsego County,5.9,New York,2008,62561,1015.1,12.31,1002.8
Putnam County,4.7,New York,2008,99537,246.25,14.97,231.28
Queens County,5.6,New York,2008,2193623,178.28,69.04,109.24
Rensselaer County,5.3,New York,2008,159011,665.39,11.43,653.96
Richmond County,5.5,New York,2008,463701,102.5,44.02,58.48
Rockland County,5.1,New York,2008,305413,199.34,25.12,174.22
Saint Lawrence County,7.5,New York,2008,111684,2821.48,135.88,2685.6
Saratoga County,4.8,New York,2008,217282,843.71,31.87,811.84
Schenectady County,5.2,New York,2008,153360,209.62,3.52,206.1
Schoharie County,6.4,New York,2008,32890,626.36,4.34,622.02
Schuyler County,6.3,New York,2008,18644,342.22,13.51,328.71
Seneca County,5.7,New York,2008,35370,390.51,65.6,324.91
Steuben County,6.6,New York,2008,98726,1404.1,11.45,1392.64
Suffolk County,5.4,New York,2008,1480218,2373.07,1460.87,912.2
Sullivan County,7.2,New York,2008,77755,996.85,27.14,969.71
Tioga County,5.7,New York,2008,51498,522.91,4.21,518.69
Tompkins County,4.2,New York,2008,100383,491.63,15.57,476.05
Ulster County,5.8,New York,2008,183174,1160.76,34.28,1126.48
Warren County,6.7,New York,2008,65848,931.66,62.37,869.29
Washington County,5.7,New York,2008,63252,845.84,10.4,835.44
Wayne County,6.2,New York,2008,93739,1384.14,779.93,604.21
Westchester County,5.2,New York,2008,937449,500.08,67.26,432.82
Wyoming County,7,New York,2008,42281,596.44,3.53,592.91
Yates County,5,New York,2008,25352,375.76,37.52,338.24
Alamance County,8.3,North Carolina,2008,147704,434.77,4.78,429.99
Alexander County,9.7,North Carolina,2008,36840,263.14,2.95,260.18
Alleghany County,9.5,North Carolina,2008,11131,235.52,0.87,234.65
Anson County,11.6,North Carolina,2008,26837,537.13,5.56,531.57
Ashe County,8.8,North Carolina,2008,26858,426.78,0.65,426.13
Avery County,7.3,North Carolina,2008,18024,247.21,0.2,247
Beaufort County,8.9,North Carolina,2008,47297,958.69,130.72,827.97
Bertie County,9.4,North Carolina,2008,21121,741.22,42.03,699.19
Bladen County,9.5,North Carolina,2008,34665,887.13,12.19,874.94
Brunswick County,8.6,North Carolina,2008,103257,1050.01,195.21,854.79
Buncombe County,5.9,North Carolina,2008,233772,659.8,3.81,655.99
Burke County,10.8,North Carolina,2008,90788,514.89,8.17,506.72
Cabarrus County,7.6,North Carolina,2008,171915,364.98,0.59,364.39
Caldwell County,10.6,North Carolina,2008,82527,474.29,2.7,471.6
Camden County,7.3,North Carolina,2008,9802,305.7,65.02,240.68
Carteret County,7,North Carolina,2008,64700,1340.53,820.68,519.84
Caswell County,10.7,North Carolina,2008,23912,428.43,3.76,424.67
Catawba County,9.5,North Carolina,2008,153848,413.51,13.54,399.97
Chatham County,6.4,North Carolina,2008,61783,709.05,26.19,682.85
Cherokee County,12.7,North Carolina,2008,27545,466.68,11.49,455.19
Chowan County,11.3,North Carolina,2008,14831,233.31,60.67,172.64
Clay County,8.9,North Carolina,2008,10492,220.6,5.89,214.7
Cleveland County,10.8,North Carolina,2008,98155,468.6,3.97,464.63
Columbus County,9.7,North Carolina,2008,56503,953.6,16.8,936.8
Craven County,8,North Carolina,2008,99423,774.14,65.72,708.43
Cumberland County,7.3,North Carolina,2008,311800,658.46,5.74,652.72
Currituck County,6.2,North Carolina,2008,23378,525.65,263.95,261.7
Dare County,8.6,North Carolina,2008,33553,1561.51,1177.93,383.58
Davidson County,9.5,North Carolina,2008,161520,566.77,14.62,552.15
Davie County,7.9,North Carolina,2008,40748,266.89,1.7,265.18
Duplin County,7.6,North Carolina,2008,56810,819.11,1.38,817.73
Durham County,5.8,North Carolina,2008,259356,297.79,7.47,290.32
Edgecombe County,13.1,North Carolina,2008,56420,506.58,1.55,505.03
Forsyth County,7,North Carolina,2008,344330,412.92,3.32,409.6
Franklin County,7.6,North Carolina,2008,58925,494.59,2.57,492.02
Gaston County,10.1,North Carolina,2008,204454,363.54,7.33,356.21
Gates County,6.4,North Carolina,2008,12098,345.6,5,340.61
Graham County,13.5,North Carolina,2008,8742,301.6,9.53,292.07
Granville County,8.7,North Carolina,2008,58356,536.56,5.45,531.12
Greene County,7.9,North Carolina,2008,21230,265.89,0.49,265.4
Guilford County,7.6,North Carolina,2008,477809,657.7,8.28,649.42
Halifax County,11.7,North Carolina,2008,55568,731.35,5.99,725.36
Harnett County,8.5,North Carolina,2008,108752,601.3,6.29,595.01
Haywood County,7.1,North Carolina,2008,58811,554.62,0.96,553.66
Henderson County,6,North Carolina,2008,104289,375.04,1.04,374
Hertford County,7.8,North Carolina,2008,24473,360.42,7.16,353.26
Hoke County,6.9,North Carolina,2008,43912,392.34,1.12,391.21
Hyde County,8,North Carolina,2008,5764,1424,811.2,612.8
Iredell County,8.6,North Carolina,2008,156204,597.01,21.44,575.57
Jackson County,6.2,North Carolina,2008,38994,494.5,3.79,490.71
Johnston County,7.5,North Carolina,2008,161746,795.79,3.94,791.85
Jones County,8.4,North Carolina,2008,9974,473.32,1.44,471.88
Lee County,10.5,North Carolina,2008,55822,259.33,2.07,257.26
Lenoir County,9.4,North Carolina,2008,59398,402.09,2.24,399.85
Lincoln County,9.6,North Carolina,2008,76143,307.03,8.24,298.79
Macon County,7.7,North Carolina,2008,33608,519.47,3,516.47
Madison County,6.6,North Carolina,2008,20585,451.59,2.17,449.42
Martin County,8.3,North Carolina,2008,24404,461.49,0.32,461.17
McDowell County,12.1,North Carolina,2008,44768,446.41,4.73,441.68
Mecklenburg County,7.7,North Carolina,2008,887991,546.22,19.94,526.28
Mitchell County,9.6,North Carolina,2008,15740,222.14,0.71,221.43
Montgomery County,10.3,North Carolina,2008,27716,501.64,10.04,491.6
Moore County,7.6,North Carolina,2008,86122,705.67,7.94,697.74
Nash County,9.2,North Carolina,2008,94718,542.69,2.42,540.27
New Hanover County,6.9,North Carolina,2008,197709,327.92,128.98,198.93
Northampton County,9.5,North Carolina,2008,22259,550.61,14.13,536.48
Onslow County,6.7,North Carolina,2008,169059,908.56,141.74,766.82
Orange County,4.7,North Carolina,2008,129764,401.21,1.37,399.84
Pamlico County,7.7,North Carolina,2008,13094,566.23,229.29,336.94
Pasquotank County,8.4,North Carolina,2008,40554,289.44,62.56,226.88
Pender County,8.3,North Carolina,2008,50551,932.64,61.97,870.67
Perquimans County,9.2,North Carolina,2008,13292,328.93,81.76,247.17
Person County,8.6,North Carolina,2008,39016,404.09,11.78,392.31
Pitt County,7.7,North Carolina,2008,162116,654.77,3.19,651.58
Polk County,6.4,North Carolina,2008,20393,238.6,0.75,237.85
Randolph County,8.3,North Carolina,2008,140297,789.93,2.57,787.36
Richmond County,11.5,North Carolina,2008,46538,479.58,5.6,473.98
Robeson County,9.6,North Carolina,2008,131734,951.03,2.19,948.84
Rockingham County,9.8,North Carolina,2008,93299,572.33,5.9,566.44
Rowan County,8.9,North Carolina,2008,137721,523.86,12.55,511.31
Rutherford County,10.6,North Carolina,2008,67145,565.9,1.78,564.12
Sampson County,6.9,North Carolina,2008,62837,947.45,2.01,945.45
Scotland County,13.4,North Carolina,2008,36463,320.64,1.5,319.14
Stanly County,9.1,North Carolina,2008,60418,404.26,9.2,395.06
Stokes County,7.6,North Carolina,2008,47363,455.89,4.05,451.84
Surry County,9.5,North Carolina,2008,73404,537.79,1.27,536.52
Swain County,9.1,North Carolina,2008,13872,540.64,12.54,528.1
Transylvania County,6.7,North Carolina,2008,32543,380.56,2.17,378.39
Tyrrell County,9.1,North Carolina,2008,4353,600.3,210.39,389.91
Union County,7.2,North Carolina,2008,193678,639.59,2.22,637.37
Vance County,11.6,North Carolina,2008,44977,269.82,16.31,253.52
Wake County,5.9,North Carolina,2008,856492,857.26,25.33,831.92
Warren County,10.7,North Carolina,2008,20923,443.8,15.09,428.7
Washington County,9.6,North Carolina,2008,13300,424.39,75.93,348.46
Watauga County,5.7,North Carolina,2008,50266,312.73,0.22,312.51
Wayne County,7.2,North Carolina,2008,119910,556.69,4.12,552.57
Wilkes County,9.1,North Carolina,2008,69317,759.93,2.74,757.19
Wilson County,9.1,North Carolina,2008,79790,374.26,3.17,371.09
Yadkin County,7.2,North Carolina,2008,38225,337.49,1.94,335.55
Yancey County,9.2,North Carolina,2008,18016,313.11,0.65,312.45
Adams County,2.5,North Dakota,2008,2343,988.84,0.92,987.91
Barnes County,2.6,North Dakota,2008,11027,1513.23,21.58,1491.65
Benson County,6.1,North Dakota,2008,6622,1439.27,58.68,1380.6
Billings County,2.1,North Dakota,2008,768,1153.4,1.99,1151.41
Bottineau County,2.6,North Dakota,2008,6370,1697.74,29.16,1668.59
Bowman County,1.9,North Dakota,2008,3158,1166.99,4.95,1162.05
Burke County,2,North Dakota,2008,1902,1129.26,25.73,1103.53
Burleigh County,2.6,North Dakota,2008,78678,1668.04,34.95,1633.09
Cass County,2.7,North Dakota,2008,144290,1767.91,2.68,1765.23
Cavalier County,2.4,North Dakota,2008,4008,1510.14,21.68,1488.46
Dickey County,3.9,North Dakota,2008,5305,1141.66,10.66,1131
Divide County,2.7,North Dakota,2008,2022,1294.18,34.65,1259.53
Dunn County,2.9,North Dakota,2008,3470,2082.25,72.65,2009.6
