state,county,2003 Continuum,2003 Influence,Less high 1990,High diploma 1990,Some college 1990,Bachelors or higher 1990,Per less high 1990,Per high diploma 1990,Per some college 1990,Per bachelors or higher 1990,Less high 2000,High diploma 2000,Some college 2000,Bachelors or higher 2000,Per less high 2000,Per high diploma 2000,Per some college 2000,Per bachelors or higher 2000,2013 Continuum,2013 Urban Influence Code,Less high 2011,High diploma 2011,Some college 2011,Bachelors or higher 2011,Per less high 2011,Per high diploma 2011,Per some college 2011,Per bachelors or higher 2011
New York,Monroe County,1,1,91284,128252,118080,120303,19.9,28.0,25.8,26.3,72410,124927,131667,148953,15.1,26.1,27.5,31.2,1,1,49673,126050,146098,182631,9.8,25.0,29.0,36.2
New York,Montgomery County,4,5,10398,13160,7481,3743,29.9,37.8,21.5,10.8,7426,13277,8591,4606,21.9,39.2,25.3,13.6,4,5,5365,12561,10813,5536,15.7,36.6,31.5,16.2
New York,Nassau County,1,1,139145,266264,211557,264071,15.8,30.2,24.0,30.0,120738,243454,223180,321321,13.3,26.8,24.6,35.4,1,1,86104,225825,220852,399004,9.2,24.2,23.7,42.8
New York,New York County,1,1,270929,174018,188081,462289,24.7,15.9,17.2,42.2,240354,151995,177445,556193,21.3,13.5,15.8,49.4,1,1,164399,154993,173086,736558,13.4,12.6,14.1,59.9
New York,Niagara County,1,1,34973,53615,36418,19606,24.2,37.1,25.2,13.6,24634,54361,42526,25632,16.7,36.9,28.9,17.4,1,1,14326,52737,48227,34920,9.5,35.1,32.1,23.2
New York,Oneida County,2,2,40353,52245,42257,27089,24.9,32.3,26.1,16.7,33281,51748,44745,29072,21.0,32.6,28.2,18.3,2,2,19491,53425,50003,37173,12.2,33.4,31.2,23.2
New York,Onondaga County,2,2,57371,90367,77317,72647,19.3,30.4,26.0,24.4,42558,86409,83346,84601,14.3,29.1,28.1,28.5,2,2,30718,82150,93976,106880,9.8,26.2,30.0,34.1
New York,Ontario County,1,1,11666,20753,16996,11979,19.0,33.8,27.7,19.5,8406,21017,20686,16430,12.6,31.6,31.1,24.7,1,1,5844,21391,24334,23903,7.7,28.3,32.2,31.7
New York,Orange County,2,2,43351,61134,48402,37062,22.8,32.2,25.5,19.5,38629,66119,60115,47953,18.2,31.1,28.2,22.5,1,1,25941,69556,72600,69185,10.9,29.3,30.6,29.2
New York,Orleans County,1,1,7572,10188,5941,2853,28.5,38.4,22.4,10.7,6846,11519,6912,3766,23.6,39.7,23.8,13.0,1,1,4316,11769,8932,4567,14.6,39.8,30.2,15.4
New York,Oswego County,2,2,18202,29520,14900,9250,25.3,41.1,20.7,12.9,14895,31396,18891,10983,19.6,41.2,24.8,14.4,2,2,10907,31920,23117,14052,13.6,39.9,28.9,17.6
New York,Otsego County,6,5,8185,13044,8152,7298,22.3,35.6,22.2,19.9,6605,13461,10194,8548,17.0,34.7,26.3,22.0,7,8,4037,13822,11118,11125,10.1,34.5,27.7,27.7
New York,Putnam County,1,1,7379,17003,15086,15233,13.5,31.1,27.6,27.8,6361,18151,18221,21891,9.8,28.1,28.2,33.9,1,1,5307,19011,18880,26329,7.6,27.3,27.2,37.9
New York,Queens County,1,1,389662,401918,280850,278026,28.9,29.8,20.8,20.6,387181,418381,337068,366872,25.6,27.7,22.3,24.3,1,1,317049,442208,366939,492977,19.6,27.3,22.7,30.4
New York,Rensselaer County,2,2,21756,32103,24717,19094,22.3,32.9,25.3,19.5,15132,32545,28763,23793,15.1,32.5,28.7,23.7,2,2,10040,31735,36287,31244,9.2,29.0,33.2,28.6
New York,Richmond County,1,1,52578,86330,55714,50953,21.4,35.2,22.7,20.7,51163,98845,75673,68114,17.4,33.6,25.8,23.2,1,1,36421,103017,83623,99226,11.3,32.0,25.9,30.8
New York,Rockland County,1,1,28406,44306,41195,55990,16.7,26.1,24.2,33.0,27016,41428,46568,69000,14.7,22.5,25.3,37.5,1,1,25604,46380,48515,81402,12.7,23.0,24.0,40.3
New York,Saint Lawrence County,5,8,17587,24510,13462,9854,26.9,37.5,20.6,15.1,14577,26494,17604,11526,20.8,37.7,25.1,16.4,4,5,8680,26034,21304,16078,12.0,36.1,29.5,22.3
New York,Saratoga County,2,2,19694,36908,30121,29216,17.0,31.8,26.0,25.2,15929,39112,38296,41678,11.8,29.0,28.4,30.9,2,2,9224,40553,45883,61202,5.9,25.9,29.3,39.0
New York,Schenectady County,2,2,19360,33425,24581,23056,19.3,33.3,24.5,23.0,15135,30812,27403,26218,15.2,30.9,27.5,26.3,2,2,10048,31705,31751,32216,9.5,30.0,30.0,30.5
New York,Schoharie County,2,2,5185,7391,4285,2836,26.3,37.5,21.8,14.4,3796,7878,5435,3586,18.3,38.1,26.3,17.3,2,2,2612,8520,6686,4331,11.8,38.5,30.2,19.6
New York,Schuyler County,6,7,3106,4674,2613,1641,25.8,38.8,21.7,13.6,2261,5121,3465,1995,17.6,39.9,27.0,15.5,6,7,1344,5161,4193,2585,10.1,38.9,31.6,19.5
New York,Seneca County,6,3,5232,8108,5499,3121,23.8,36.9,25.0,14.2,4727,8053,5857,3948,20.9,35.7,25.9,17.5,6,3,3660,8631,7587,5043,14.7,34.6,30.4,20.2
New York,Steuben County,4,5,15910,23596,14881,9186,25.0,37.1,23.4,14.4,11328,24527,18135,11775,17.2,37.3,27.6,17.9,4,3,7340,25668,20766,14540,10.7,37.6,30.4,21.3
New York,Suffolk County,1,1,152118,281557,225073,196295,17.8,32.9,26.3,23.0,130174,294953,258410,258864,13.8,31.3,27.4,27.5,1,1,102990,299525,272529,347926,10.1,29.3,26.6,34.0
New York,Sullivan County,4,6,13282,15665,10518,6643,28.8,34.0,22.8,14.4,11953,17024,12884,8367,23.8,33.9,25.7,16.7,4,4,7431,18084,15806,11797,14.0,34.0,29.8,22.2
New York,Tioga County,2,2,6429,13080,7670,5981,19.4,39.4,23.1,18.0,5214,12789,9487,6733,15.2,37.4,27.7,19.7,2,2,3195,12625,10752,8576,9.1,35.9,30.6,24.4
New York,Tompkins County,3,2,6477,11861,11189,21140,12.8,23.4,22.1,41.7,4584,11816,11488,25187,8.6,22.3,21.6,47.5,3,2,3419,11756,13996,30152,5.8,19.8,23.6,50.8
New York,Ulster County,3,2,25699,32050,28576,23733,23.4,29.1,26.0,21.6,22112,36156,32265,30137,18.3,30.0,26.7,25.0,3,2,13276,38900,37840,38743,10.3,30.2,29.4,30.1
New York,Warren County,3,2,8376,12716,9946,7480,21.7,33.0,25.8,19.4,6672,14558,12053,10081,15.4,33.6,27.8,23.2,3,2,4306,15727,13880,13330,9.1,33.3,29.4,28.2
New York,Washington County,3,2,9870,15153,8578,4402,26.0,39.9,22.6,11.6,8526,16485,10094,5852,20.8,40.2,24.6,14.3,3,2,5154,18605,12288,8694,11.5,41.6,27.5,19.4
New York,Wayne County,1,1,14498,20467,13476,7888,25.7,36.3,23.9,14.0,10954,22316,17948,10513,17.7,36.2,29.1,17.0,1,1,6673,23724,20463,13218,10.4,37.0,31.9,20.6
New York,Westchester County,1,1,114862,151506,124712,213464,19.0,25.1,20.6,35.3,103456,138814,129747,256924,16.4,22.1,20.6,40.9,1,1,82191,133756,135257,308054,12.5,20.3,20.5,46.7
New York,Wyoming County,6,4,8083,10756,5736,2633,29.7,39.5,21.1,9.7,7206,11498,7428,3390,24.4,38.9,25.2,11.5,6,4,3788,12114,9267,4494,12.8,40.8,31.2,15.2
New York,Yates County,6,4,3867,5366,3267,2201,26.3,36.5,22.2,15.0,3135,5692,4032,2855,20.0,36.2,25.7,18.2,1,1,2355,5710,4550,3918,14.2,34.5,27.5,23.7
North Carolina,Alamance County,3,2,23264,21763,16816,10569,32.1,30.1,23.2,14.6,20316,27020,22670,16629,23.5,31.2,26.2,19.2,3,2,17401,29555,34262,22391,16.8,28.5,33.1,21.6
North Carolina,Alexander County,2,2,7328,6313,2817,1407,41.0,35.3,15.8,7.9,7123,8075,5418,2113,31.3,35.5,23.8,9.3,2,2,5038,10309,7369,3444,19.3,39.4,28.2,13.2
North Carolina,Alleghany County,9,10,3218,1797,1160,610,47.4,26.5,17.1,9.0,2503,2488,1924,914,32.0,31.8,24.6,11.7,9,10,1562,2702,2364,1393,19.5,33.7,29.5,17.4
North Carolina,Anson County,1,1,5840,5701,2279,1094,39.2,38.2,15.3,7.3,5020,6462,3795,1547,29.8,38.4,22.6,9.2,6,4,3781,7556,5051,1784,20.8,41.6,27.8,9.8
North Carolina,Ashe County,9,10,6881,4880,2463,1262,44.4,31.5,15.9,8.1,5564,5910,4107,2141,31.4,33.3,23.2,12.1,7,10,3591,6371,6461,3796,17.8,31.5,32.0,18.8
North Carolina,Avery County,8,7,3571,2811,1900,1170,37.8,29.7,20.1,12.4,3546,3838,2925,1749,29.4,31.8,24.3,14.5,8,7,2672,3978,3941,2470,20.5,30.5,30.2,18.9
North Carolina,Beaufort County,6,5,9485,9322,6001,3019,34.1,33.5,21.6,10.8,7705,10429,7791,4943,25.0,33.8,25.2,16.0,6,5,5550,11186,11080,5833,16.5,33.2,32.9,17.3
North Carolina,Bertie County,9,12,5798,4241,1775,1034,45.1,33.0,13.8,8.0,4756,4819,2401,1159,36.2,36.7,18.3,8.8,7,11,3644,5939,3681,1477,24.7,40.3,25.0,10.0
North Carolina,Bladen County,6,6,8016,5302,3657,1414,43.6,28.8,19.9,7.7,6298,7238,5460,2413,29.4,33.8,25.5,11.3,6,6,4996,7963,7744,3301,20.8,33.2,32.3,13.8
North Carolina,Brunswick County,2,2,10714,11581,8728,3732,30.8,33.3,25.1,10.7,11435,17482,15238,8450,21.7,33.2,29.0,16.1,2,2,11839,24226,29451,23163,13.4,27.3,33.2,26.1
North Carolina,Buncombe County,2,2,30551,35723,30632,22909,25.5,29.8,25.6,19.1,25994,40630,40738,36287,18.1,28.3,28.4,25.3,2,2,18261,43927,51790,63747,10.3,24.7,29.1,35.9
North Carolina,Burke County,2,2,20016,14232,10649,5326,39.9,28.3,21.2,10.6,19408,18240,14621,7653,32.4,30.4,24.4,12.8,2,2,13132,18704,20224,10794,20.9,29.8,32.2,17.2
North Carolina,Cabarrus County,1,1,21219,19797,16108,8015,32.6,30.4,24.7,12.3,18891,26101,25166,16574,21.8,30.1,29.0,19.1,1,1,14376,34456,40867,33517,11.7,28.0,33.2,27.2
North Carolina,Caldwell County,2,2,20136,13522,8805,4134,43.2,29.0,18.9,8.9,18085,17195,12697,5562,33.8,32.1,23.7,10.4,2,2,13427,18228,18084,7881,23.3,31.6,31.4,13.7
North Carolina,Camden County,8,3,1355,1312,940,404,33.8,32.7,23.4,10.1,856,1621,1520,773,17.9,34.0,31.9,16.2,8,3,938,1588,2791,1531,13.7,23.2,40.8,22.4
North Carolina,Carteret County,4,5,8768,11068,10164,5796,24.5,30.9,28.4,16.2,7795,12884,14155,8623,17.9,29.6,32.6,19.8,4,5,5307,14072,18492,12858,10.5,27.7,36.5,25.3
North Carolina,Caswell County,8,7,6275,4394,2354,917,45.0,31.5,16.9,6.6,4998,5953,3918,1343,30.8,36.7,24.2,8.3,8,7,4039,5968,4936,1964,23.9,35.3,29.2,11.6
North Carolina,Catawba County,2,2,25880,23284,17534,11012,33.3,30.0,22.6,14.2,23869,29677,25075,16126,25.2,31.3,26.5,17.0,2,2,18423,32029,32328,22976,17.4,30.3,30.6,21.7
North Carolina,Chatham County,2,2,8046,8113,5431,5237,30.0,30.2,20.2,19.5,7705,9337,8247,9631,22.1,26.7,23.6,27.6,2,2,6662,11509,12999,18155,13.5,23.3,26.4,36.8
North Carolina,Cherokee County,9,12,5541,4544,2628,1111,40.1,32.9,19.0,8.0,4732,6161,4866,1950,26.7,34.8,27.5,11.0,9,12,3516,6790,6367,3802,17.2,33.2,31.1,18.6
North Carolina,Chowan County,7,9,3317,2837,1786,1108,36.7,31.4,19.7,12.2,2576,3219,2212,1576,26.9,33.6,23.1,16.4,6,4,1835,3541,3030,2112,17.4,33.7,28.8,20.1
North Carolina,Clay County,9,12,1857,1606,912,628,37.1,32.1,18.2,12.6,1549,2221,1795,1013,23.5,33.8,27.3,15.4,9,12,934,2327,2997,1680,11.8,29.3,37.8,21.2
North Carolina,Cleveland County,4,3,20134,17231,11621,6135,36.5,31.3,21.1,11.1,17625,21632,15736,8403,27.8,34.1,24.8,13.3,4,3,11626,22835,20952,10563,17.6,34.6,31.8,16.0
North Carolina,Columbus County,6,6,12958,10146,5899,2886,40.6,31.8,18.5,9.1,11274,12093,8930,3624,31.4,33.7,24.9,10.1,6,6,8021,12486,14073,4748,20.4,31.7,35.8,12.1
North Carolina,Craven County,5,8,11807,15414,14297,7382,24.1,31.5,29.2,15.1,10231,17088,18721,10987,17.9,30.0,32.8,19.3,3,2,8535,18763,24919,14965,12.7,27.9,37.1,22.3
North Carolina,Cumberland County,2,2,29844,47277,49137,25166,19.7,31.2,32.4,16.6,26526,50122,66297,33769,15.0,28.4,37.5,19.1,2,2,19881,51865,80990,46486,10.0,26.0,40.7,23.3
North Carolina,Currituck County,1,1,2944,3351,2071,751,32.3,36.8,22.7,8.2,2775,4256,3689,1641,22.4,34.4,29.8,13.3,1,1,2340,5049,6312,3542,13.6,29.3,36.6,20.5
North Carolina,Dare County,5,8,3008,4720,4716,3379,19.0,29.8,29.8,21.4,2480,5994,7231,6008,11.4,27.6,33.3,27.7,4,3,2028,6292,9853,7563,7.9,24.4,38.3,29.4
North Carolina,Davidson County,4,5,29994,27606,17771,8366,35.8,33.0,21.2,10.0,27992,33244,26118,12774,28.0,33.2,26.1,12.8,2,2,20497,37698,34067,21196,18.1,33.2,30.0,18.7
North Carolina,Davie County,2,2,5777,6434,3995,2791,30.4,33.9,21.0,14.7,5223,8279,6141,4197,21.9,34.7,25.8,17.6,2,2,4364,9262,8467,7134,14.9,31.7,29.0,24.4
North Carolina,Duplin County,6,6,11208,7982,4820,1702,43.6,31.0,18.7,6.6,10831,10032,7520,3317,34.2,31.6,23.7,10.5,6,6,11042,11886,12350,4223,28.0,30.1,31.3,10.7
North Carolina,Durham County,2,2,24527,25722,27350,38910,21.1,22.1,23.5,33.4,24507,27605,33964,57728,17.0,19.2,23.6,40.1,2,2,24322,33735,47066,88719,12.5,17.4,24.3,45.8
North Carolina,Edgecombe County,3,2,14645,11703,6067,2844,41.5,33.2,17.2,8.1,12280,13207,7224,3037,34.4,36.9,20.2,8.5,3,2,8609,13312,11361,3957,23.1,35.7,30.5,10.6
North Carolina,Forsyth County,2,2,39551,51206,43210,42535,22.4,29.0,24.5,24.1,36748,55000,53809,58524,18.0,27.0,26.4,28.7,2,2,30361,61311,68716,78674,12.7,25.6,28.7,32.9
North Carolina,Franklin County,2,2,8903,7817,4775,2186,37.6,33.0,20.2,9.2,8301,10853,8156,4157,26.4,34.5,25.9,13.2,1,1,7262,13259,13634,8205,17.1,31.3,32.2,19.4
North Carolina,Gaston County,1,1,43883,30423,25687,12137,39.1,27.1,22.9,10.8,36522,37796,35336,18094,28.6,29.6,27.7,14.2,1,1,24375,42990,48145,27142,17.1,30.1,33.7,19.0
North Carolina,Gates County,8,4,2382,2070,1185,448,39.1,34.0,19.5,7.4,2030,2506,1816,743,28.6,35.3,25.6,10.5,1,1,1264,3069,2769,1084,15.4,37.5,33.8,13.2
North Carolina,Graham County,9,12,2062,1521,720,478,43.1,31.8,15.1,10.0,1777,2026,1188,631,31.6,36.0,21.1,11.2,9,12,1302,2100,1751,863,21.6,34.9,29.1,14.3
North Carolina,Granville County,6,6,9720,7732,5679,2446,38.0,30.2,22.2,9.6,8807,11143,8443,4248,27.0,34.1,25.9,13.0,4,3,7496,12436,13014,7055,18.7,31.1,32.5,17.6
North Carolina,Greene County,3,2,4118,3100,1978,896,40.8,30.7,19.6,8.9,4284,4291,2796,1009,34.6,34.7,22.6,8.2,8,7,3705,4638,4920,1483,25.1,31.5,33.4,10.1
North Carolina,Guilford County,2,2,53981,59502,56252,55912,23.9,26.4,24.9,24.8,46912,69256,75882,83444,17.0,25.1,27.5,30.3,2,2,39510,82049,98443,114006,11.8,24.6,29.5,34.1
North Carolina,Halifax County,4,5,16203,10012,5922,3008,46.1,28.5,16.9,8.6,13060,12490,7984,4185,34.6,33.1,21.2,11.1,4,5,8618,13221,10382,4679,23.4,35.8,28.1,12.7
North Carolina,Harnett County,4,5,14966,14021,8618,3964,36.0,33.7,20.7,9.5,14271,18653,16916,7298,25.0,32.6,29.6,12.8,4,3,11222,24066,27494,15279,14.4,30.8,35.2,19.6
North Carolina,Haywood County,2,2,10597,10730,7542,4238,32.0,32.4,22.8,12.8,8839,12659,11734,6320,22.3,32.0,29.7,16.0,2,2,5737,12561,15106,10513,13.1,28.6,34.4,23.9
North Carolina,Henderson County,2,2,11813,15467,12685,9685,23.8,31.2,25.5,19.5,10955,18972,19416,15696,16.8,29.2,29.9,24.1,2,2,9627,21268,26728,23038,11.9,26.4,33.1,28.6
North Carolina,Hertford County,7,11,5903,4169,2517,1516,41.9,29.6,17.8,10.7,5154,4631,3525,1666,34.4,30.9,23.5,11.1,6,4,3389,5546,5543,2354,20.1,32.9,32.9,14.0
North Carolina,Hoke County,2,2,5877,3726,2555,1109,44.3,28.1,19.3,8.4,5291,6453,6012,2178,26.5,32.4,30.2,10.9,2,2,4769,8716,12076,6108,15.1,27.5,38.1,19.3
North Carolina,Hyde County,9,10,1442,1271,613,279,40.0,35.3,17.0,7.7,1326,1521,900,443,31.6,36.3,21.5,10.6,9,10,855,1460,1408,427,20.6,35.2,33.9,10.3
North Carolina,Iredell County,4,3,20627,19769,13841,7257,33.5,32.1,22.5,11.8,17748,26309,23683,14296,21.6,32.1,28.9,17.4,1,1,14232,31252,36881,28781,12.8,28.1,33.2,25.9
North Carolina,Jackson County,6,6,5056,4641,3290,3182,31.3,28.7,20.3,19.7,4429,5361,5765,5326,21.2,25.7,27.6,25.5,6,5,3067,7182,8090,7685,11.8,27.6,31.1,29.5
North Carolina,Johnston County,2,2,18908,17540,11062,5929,35.4,32.8,20.7,11.1,19323,25557,22637,12751,24.1,31.8,28.2,15.9,1,1,18601,35314,38821,23608,16.0,30.4,33.4,20.3
North Carolina,Jones County,8,5,2299,1971,1345,497,37.6,32.2,22.0,8.1,1948,2544,1841,665,27.8,36.4,26.3,9.5,3,2,1353,2326,2805,980,18.1,31.2,37.6,13.1
North Carolina,Lee County,4,5,7419,8654,6971,3831,27.6,32.2,25.9,14.3,7584,9588,9354,5517,23.7,29.9,29.2,17.2,4,5,7559,10332,13216,7999,19.3,26.4,33.8,20.5
North Carolina,Lenoir County,4,5,13845,10984,8168,4272,37.1,29.5,21.9,11.5,11175,12475,10879,5304,28.1,31.3,27.3,13.3,4,5,8261,12820,14074,5117,20.5,31.8,34.9,12.7
North Carolina,Lincoln County,4,3,12384,9650,7142,3441,38.0,29.6,21.9,10.5,12234,13772,11647,5606,28.3,31.8,26.9,13.0,1,1,9482,16856,17939,11198,17.1,30.4,32.3,20.2
North Carolina,Macon County,7,11,5678,5473,3668,2249,33.3,32.1,21.5,13.2,4974,7048,6343,3543,22.7,32.2,29.0,16.2,7,9,3273,7543,8798,5704,12.9,29.8,34.7,22.5
North Carolina,Madison County,2,2,4870,3318,1715,1264,43.6,29.7,15.4,11.3,4114,4267,2868,2160,30.7,31.8,21.4,16.1,2,2,2862,4609,4167,3227,19.3,31.0,28.0,21.7
North Carolina,Martin County,6,6,6750,4812,3067,1541,41.7,29.8,19.0,9.5,4983,5887,4167,1977,29.3,34.6,24.5,11.6,6,6,2927,6337,5298,2304,17.4,37.6,31.4,13.7
North Carolina,McDowell County,6,6,9908,7721,4334,1924,41.5,32.3,18.1,8.1,8701,10505,7337,2614,29.8,36.0,25.2,9.0,6,5,5843,11775,10001,4301,18.3,36.9,31.3,13.5
North Carolina,Mecklenburg County,1,1,60906,76305,99759,93633,18.4,23.1,30.2,28.3,62693,90543,132970,168957,13.8,19.9,29.2,37.1,1,1,69311,124536,182307,275628,10.6,19.1,28.0,42.3
North Carolina,Mitchell County,9,12,4474,2875,1742,925,44.7,28.7,17.4,9.2,3554,3720,2660,1381,31.4,32.9,23.5,12.2,7,10,2152,3751,3422,1888,19.2,33.5,30.5,16.8
North Carolina,Montgomery County,6,6,6682,4407,2696,1162,44.7,29.5,18.0,7.8,6339,5690,3906,1778,35.8,32.1,22.1,10.0,6,6,4739,5678,5769,2736,25.0,30.0,30.5,14.5
North Carolina,Moore County,4,5,10561,11219,11091,8177,25.7,27.3,27.0,19.9,9271,13809,15945,14322,17.4,25.9,29.9,26.8,4,5,7120,17056,20412,21519,10.8,25.8,30.9,32.6
North Carolina,Nash County,3,2,17404,15735,9859,6833,34.9,31.6,19.8,13.7,14016,19504,14089,9913,24.4,33.9,24.5,17.2,3,2,10354,21856,19949,12389,16.0,33.9,30.9,19.2
North Carolina,New Hanover County,2,2,17046,22578,21805,16541,21.9,29.0,28.0,21.2,14756,26327,33248,33340,13.7,24.5,30.9,31.0,2,2,11930,31718,47033,53029,8.3,22.1,32.7,36.9
North Carolina,Northampton County,9,8,6492,4002,2053,1207,47.2,29.1,14.9,8.8,5705,4775,3075,1644,37.5,31.4,20.2,10.8,9,8,3602,5450,4420,1712,23.7,35.9,29.1,11.3
North Carolina,Onslow County,3,2,12350,26830,23868,9776,17.0,36.8,32.8,13.4,11804,24711,27650,11121,15.7,32.8,36.7,14.8,3,2,9024,28240,41615,18884,9.2,28.9,42.6,19.3
North Carolina,Orange County,2,2,8998,10129,10411,25241,16.4,18.5,19.0,46.1,8615,11031,14085,35799,12.4,15.9,20.3,51.5,2,2,6698,13159,16733,47769,7.9,15.6,19.8,56.6
North Carolina,Pamlico County,9,8,2673,2419,1830,912,34.1,30.9,23.4,11.6,2312,2921,2730,1369,24.8,31.3,29.3,14.7,3,2,1293,3182,3501,1908,13.1,32.2,35.4,19.3
North Carolina,Pasquotank County,7,8,6289,5452,4749,2772,32.6,28.3,24.7,14.4,5164,6728,6690,3641,23.2,30.3,30.1,16.4,4,3,4319,7982,9211,5167,16.2,29.9,34.5,19.4
North Carolina,Pender County,2,2,6834,6254,3994,2247,35.4,32.4,20.7,11.6,6616,9574,8504,3872,23.2,33.5,29.8,13.6,2,2,5521,12032,12822,8168,14.3,31.2,33.3,21.2
North Carolina,Perquimans County,9,8,2738,2314,1385,621,38.8,32.8,19.6,8.8,2236,2631,2120,983,28.1,33.0,26.6,12.3,8,3,1596,3483,3240,1622,16.1,35.0,32.6,16.3
North Carolina,Person County,2,2,7376,6964,4197,1516,36.8,34.7,20.9,7.6,6152,9318,6478,2525,25.1,38.1,26.5,10.3,2,2,4650,9709,8991,4035,17.0,35.5,32.8,14.7
North Carolina,Pitt County,3,2,18057,15358,15254,13656,29.0,24.6,24.5,21.9,15855,19921,22398,20866,20.1,25.2,28.3,26.4,3,2,12245,25853,33992,30393,11.9,25.2,33.2,29.7
North Carolina,Polk County,8,7,3208,2855,2382,2120,30.4,27.0,22.5,20.1,2649,3853,3636,3515,19.4,28.2,26.6,25.7,8,7,1830,4194,4577,4835,11.9,27.2,29.7,31.3
North Carolina,Randolph County,2,2,26653,24660,12498,6415,38.0,35.1,17.8,9.1,26259,31160,20350,9681,30.0,35.6,23.3,11.1,2,2,19581,34029,29236,14070,20.2,35.1,30.2,14.5
North Carolina,Richmond County,4,5,11223,9315,5561,2231,39.6,32.9,19.6,7.9,9192,10668,6982,3028,30.8,35.7,23.4,10.1,5,8,5943,11194,9618,3940,19.4,36.5,31.3,12.8
North Carolina,Robeson County,4,5,26422,17379,10956,6757,43.0,28.3,17.8,11.0,26156,22829,16949,8524,35.1,30.7,22.8,11.4,4,5,21101,28406,24381,10862,24.9,33.5,28.8,12.8
North Carolina,Rockingham County,2,2,23467,17482,11465,5080,40.8,30.4,19.9,8.8,19751,21138,15724,6857,31.1,33.3,24.8,10.8,2,2,12805,23845,19741,8997,19.6,36.5,30.2,13.8
North Carolina,Rowan County,4,3,24929,23600,16246,8599,34.0,32.2,22.1,11.7,22278,28964,22861,12242,25.8,33.5,26.5,14.2,1,1,16482,30819,30181,16533,17.5,32.8,32.1,17.6
North Carolina,Rutherford County,4,5,15173,11160,7387,3681,40.6,29.8,19.8,9.8,12699,14263,10583,5344,29.6,33.3,24.7,12.5,4,5,8946,15045,15685,7649,18.9,31.8,33.1,16.2
North Carolina,Sampson County,6,6,11814,10032,6191,2459,38.7,32.9,20.3,8.1,11974,13689,8839,4294,30.9,35.3,22.8,11.1,6,4,10552,14147,12594,5257,24.8,33.2,29.6,12.4
North Carolina,Scotland County,6,5,7876,5978,3461,2736,39.3,29.8,17.3,13.6,6453,6651,5863,3596,28.6,29.5,26.0,15.9,6,5,5049,8077,6853,3758,21.3,34.0,28.9,15.8
North Carolina,Stanly County,6,3,12793,10917,6855,3169,37.9,32.4,20.3,9.4,10284,13911,9573,4934,26.6,35.9,24.7,12.7,6,3,7178,14296,13426,6759,17.2,34.3,32.2,16.2
North Carolina,Stokes County,2,2,9099,9670,3894,1775,37.2,39.6,15.9,7.3,8208,12269,7275,2846,26.8,40.1,23.8,9.3,2,2,6451,12787,9762,4550,19.2,38.1,29.1,13.6
North Carolina,Surry County,4,5,17724,11768,8116,3894,42.7,28.4,19.6,9.4,16161,14454,12499,5904,33.0,29.5,25.5,12.0,4,5,11822,15842,15656,7575,23.2,31.1,30.8,14.9
North Carolina,Swain County,8,7,3033,2134,1490,732,41.0,28.9,20.2,9.9,2577,2635,2314,1213,29.5,30.2,26.5,13.9,8,7,1912,3073,3291,1563,19.4,31.2,33.4,15.9
North Carolina,Transylvania County,6,5,4842,5632,3759,3111,27.9,32.5,21.7,17.9,3673,6287,6038,4975,17.5,30.0,28.8,23.7,6,5,2832,6978,7449,7287,11.5,28.4,30.3,29.7
North Carolina,Tyrrell County,9,10,1059,838,433,191,42.0,33.2,17.2,7.6,953,955,620,300,33.7,33.8,21.9,10.6,9,8,949,1159,769,250,30.3,37.1,24.6,8.0
North Carolina,Union County,1,1,16074,17011,12008,6833,31.0,32.8,23.1,13.2,15589,24308,22162,16819,19.8,30.8,28.1,21.3,1,1,14655,33743,40711,44628,11.0,25.2,30.4,33.4
North Carolina,Vance County,4,5,10462,7340,4254,2314,42.9,30.1,17.5,9.5,8741,9367,6317,2935,31.9,34.2,23.1,10.7,4,3,6895,11142,8237,3384,23.2,37.6,27.8,11.4
North Carolina,Wake County,2,2,39737,57917,77980,95753,14.6,21.3,28.7,35.3,43086,71648,111718,177029,10.7,17.8,27.7,43.9,1,1,51794,106801,166466,312039,8.1,16.8,26.1,49.0
North Carolina,Warren County,8,7,5372,3661,1738,828,46.3,31.6,15.0,7.1,4426,4343,3255,1575,32.5,31.9,23.9,11.6,8,4,3267,5130,4072,2274,22.2,34.8,27.6,15.4
North Carolina,Washington County,7,9,3474,3086,1495,772,39.4,35.0,16.9,8.7,2740,3400,1897,1054,30.1,37.4,20.9,11.6,7,9,1789,3307,2702,906,20.6,38.0,31.0,10.4
North Carolina,Watauga County,6,5,5566,4572,4315,5452,28.0,23.0,21.7,27.4,4395,5718,5868,7958,18.4,23.9,24.5,33.2,5,8,3160,5889,8715,11057,11.0,20.4,30.2,38.4
North Carolina,Wayne County,3,2,19077,20849,17804,8428,28.8,31.5,26.9,12.7,16624,23704,21641,10925,22.8,32.5,29.7,15.0,3,2,14104,24122,28169,14959,17.3,29.7,34.6,18.4
North Carolina,Wilkes County,6,5,18128,10654,7285,3468,45.9,26.9,18.4,8.8,15481,14314,10568,5135,34.0,31.5,23.2,11.3,6,3,12174,15694,14662,6255,25.0,32.2,30.1,12.8
North Carolina,Wilson County,4,5,15845,12326,7731,6048,37.8,29.4,18.4,14.4,14692,15258,10871,7240,30.6,31.7,22.6,15.1,4,3,11054,18062,15796,9887,20.2,33.0,28.8,18.0
