county,nov_rate,state,year,2004_pop_est,total area sqmi,water area,land area
Rich County,3.7,Utah,2004,2051,1086.29,57.76,1028.53
Salt Lake County,4.2,Utah,2004,934140,807.78,70.4,737.38
San Juan County,8.3,Utah,2004,13723,7933.09,112.91,7820.18
Sanpete County,5.3,Utah,2004,24217,1602.66,14.55,1588.11
Sevier County,4.4,Utah,2004,19412,1918.28,8.03,1910.25
Summit County,4.5,Utah,2004,33271,1882.05,11,1871.05
Tooele County,4.7,Utah,2004,47894,7287.12,356.76,6930.35
Uintah County,4.1,Utah,2004,26994,4498.98,21.91,4477.07
Utah County,4,Utah,2004,416220,2140.98,142.64,1998.33
Wasatch County,4.5,Utah,2004,18349,1209.17,31.78,1177.39
Washington County,4.1,Utah,2004,110207,2429.91,3.28,2426.62
Wayne County,6.7,Utah,2004,2505,2466.47,6.15,2460.32
Weber County,4.7,Utah,2004,207794,659.46,83.93,575.54
Addison County,3.1,Vermont,2004,36580,808.3,38.12,770.18
Bennington County,3.8,Vermont,2004,37062,677.67,1.4,676.27
Caledonia County,3.5,Vermont,2004,30642,657.52,6.94,650.59
Chittenden County,2.8,Vermont,2004,151445,619.64,80.6,539.04
Essex County,3.5,Vermont,2004,6478,673.75,8.56,665.2
Franklin County,3.7,Vermont,2004,46942,692.02,54.95,637.07
Grand Isle County,4.4,Vermont,2004,7265,194.67,112.06,82.62
Lamoille County,3.8,Vermont,2004,23444,463.75,2.78,460.97
Orange County,2.8,Vermont,2004,29040,691.74,3.18,688.56
Orleans County,4.5,Vermont,2004,27064,721.14,23.44,697.7
Rutland County,3.5,Vermont,2004,62997,944.77,12.24,932.53
Washington County,3.3,Vermont,2004,59081,695.43,6.26,689.17
Windham County,3.2,Vermont,2004,44241,798.12,9.4,788.72
Windsor County,3,Vermont,2004,57639,975.74,4.78,970.96
Accomack County,4.6,Virginia,2004,36310,1310.05,854.8,455.24
Albemarle County,2.9,Virginia,2004,89491,726.18,3.58,722.61
Alexandria City,2.4,Virginia,2004,128765,15.41,0.23,15.18
Alleghany County,3.8,Virginia,2004,16645,445.67,1.04,444.63
Amelia County,3.6,Virginia,2004,11712,358.54,1.74,356.8
Amherst County,3.9,Virginia,2004,31783,478.78,3.6,475.18
Appomattox County,4,Virginia,2004,13916,334.73,1.05,333.69
Arlington County,2.2,Virginia,2004,187901,25.96,0.09,25.87
Augusta County,2.9,Virginia,2004,68899,970.93,0.57,970.36
Bath County,2.9,Virginia,2004,4934,534.56,2.7,531.86
Bedford County,3.6,Virginia,2004,63563,769.25,14.75,754.5
Bland County,3.6,Virginia,2004,6913,358.73,0.06,358.67
Botetourt County,3.1,Virginia,2004,31715,545.94,3.28,542.66
Bristol City,5.4,Virginia,2004,17536,13.16,0.27,12.9
Brunswick County,5.7,Virginia,2004,17981,569.37,3.23,566.14
Buchanan County,5,Virginia,2004,25647,503.88,0,503.88
Buckingham County,4,Virginia,2004,16168,583.56,2.7,580.86
Buena Vista City,3.3,Virginia,2004,6588,6.83,0,6.83
Campbell County,3.9,Virginia,2004,52093,507.26,2.78,504.48
Caroline County,3.7,Virginia,2004,23920,538.89,6.36,532.52
Carroll County,4.6,Virginia,2004,29670,477.64,1.3,476.34
Charles City County,3.7,Virginia,2004,7050,204.22,21.46,182.76
Charlotte County,4.9,Virginia,2004,12524,477.44,2.45,474.99
Charlottesville City,3.6,Virginia,2004,40281,10.26,0,10.26
Chesapeake City,3.6,Virginia,2004,211927,350.9,10.18,340.72
Chesterfield County,3.1,Virginia,2004,283030,436.99,11.23,425.75
Clarke County,2.6,Virginia,2004,13413,178.19,1.57,176.62
Colonial Heights City,3.8,Virginia,2004,17296,7.79,0.31,7.48
Covington City,5.3,Virginia,2004,6192,5.67,0,5.67
Craig County,4,Virginia,2004,5142,330.61,0,330.61
Culpeper County,3.2,Virginia,2004,39670,382.28,1.27,381
Cumberland County,3.6,Virginia,2004,9223,299.73,1.28,298.45
Danville City,8.4,Virginia,2004,45788,43.94,0.88,43.06
Dickenson County,4.9,Virginia,2004,16003,333.63,1.91,331.71
Dinwiddie County,3.6,Virginia,2004,25770,506.98,3.31,503.67
Emporia City,6.6,Virginia,2004,5659,6.97,0.07,6.89
Essex County,3.6,Virginia,2004,10238,285.91,28.14,257.77
Fairfax City,2.3,Virginia,2004,21160,6.31,0,6.31
Fairfax County,2.5,Virginia,2004,1010938,406.61,11.57,395.04
Falls Church City,3.3,Virginia,2004,10589,1.99,0,1.99
Fauquier County,2.6,Virginia,2004,61319,651.42,1.72,649.7
Floyd County,3.9,Virginia,2004,14371,381.23,0.01,381.22
Fluvanna County,2.7,Virginia,2004,23451,290.21,2.84,287.37
Franklin City,4.7,Virginia,2004,8177,8.4,0.05,8.35
Franklin County,3.5,Virginia,2004,51001,711.56,19.48,692.08
Frederick County,2.6,Virginia,2004,67442,415.62,1,414.63
Fredericksburg City,4.2,Virginia,2004,21567,10.52,0,10.52
Galax City,5,Virginia,2004,6790,8.23,0,8.23
Giles County,4.9,Virginia,2004,16786,360.4,3.07,357.33
Gloucester County,3,Virginia,2004,35714,288,71.39,216.61
Goochland County,3.8,Virginia,2004,18570,289.99,5.56,284.43
Grayson County,4.2,Virginia,2004,16301,445.9,3.26,442.64
Greene County,2.5,Virginia,2004,16895,156.96,0.39,156.58
Greensville County,5.7,Virginia,2004,11428,296.81,1.37,295.44
Halifax County,6.3,Virginia,2004,36382,829.56,10.27,819.3
Hampton City,4.6,Virginia,2004,140200,136.23,84.45,51.78
Hanover County,2.8,Virginia,2004,95295,474.08,1.4,472.68
Harrisonburg City,4.6,Virginia,2004,43753,17.59,0.03,17.56
Henrico County,3.2,Virginia,2004,280290,244.6,6.54,238.06
Henry County,7.6,Virginia,2004,56183,384.39,2.04,382.35
Highland County,3,Virginia,2004,2442,415.86,0,415.86
Hopewell City,5.5,Virginia,2004,21998,10.82,0.58,10.24
Isle of Wight County,3.1,Virginia,2004,31899,362.76,46.89,315.87
James City County,2.8,Virginia,2004,56182,179.71,36.79,142.92
King George County,3,Virginia,2004,6739,187.79,7.79,180
King William County,3.4,Virginia,2004,19124,285.65,10.22,275.43
King and Queen County,3.7,Virginia,2004,13975,326.33,10.06,316.26
Lancaster County,4.5,Virginia,2004,11514,231.35,98.2,133.14
Lee County,4.7,Virginia,2004,25168,437.32,0.18,437.13
Lexington City,5.1,Virginia,2004,6810,2.49,0,2.49
Loudoun County,2.4,Virginia,2004,238299,521.1,1.25,519.85
Louisa County,3.3,Virginia,2004,28582,510.79,13.65,497.14
Lunenburg County,4.8,Virginia,2004,12952,432.38,0.68,431.7
Lynchburg City,4.4,Virginia,2004,67021,49.76,0.37,49.39
Madison County,2.5,Virginia,2004,12902,321.78,0.36,321.42
Manassas City,2.8,Virginia,2004,36564,9.96,0.02,9.93
Manassas Park City,2.4,Virginia,2004,11982,2.49,0,2.49
Martinsville City,11.1,Virginia,2004,14448,11.01,0.05,10.96
Mathews County,2.6,Virginia,2004,9021,251.96,166.28,85.68
Mecklenburg County,6,Virginia,2004,32547,679.29,55.36,623.93
Middlesex County,3.1,Virginia,2004,10399,210.75,80.46,130.3
Montgomery County,3.5,Virginia,2004,87289,389.43,1.21,388.22
Nelson County,3,Virginia,2004,14699,474.31,1.95,472.35
New Kent County,3.2,Virginia,2004,15317,223.48,13.93,209.55
Newport News City,4.5,Virginia,2004,185204,119.05,50.76,68.29
Norfolk City,4.9,Virginia,2004,243836,96.3,42.58,53.73
Northampton County,5.8,Virginia,2004,12759,795.34,587.97,207.37
Northumberland County,4,Virginia,2004,12487,285.67,93.36,192.3
Norton City,4.9,Virginia,2004,3847,7.53,0,7.53
Nottoway County,4.2,Virginia,2004,15628,316.1,1.45,314.65
Orange County,3,Virginia,2004,28658,343.41,1.7,341.7
Page County,4.2,Virginia,2004,23527,314.09,2.97,311.13
Patrick County,6.7,Virginia,2004,18836,485.87,2.72,483.14
Petersburg City,7.4,Virginia,2004,32292,23.19,0.3,22.88
Pittsylvania County,5.6,Virginia,2004,62279,978.18,7.42,970.76
Poquoson City,2.7,Virginia,2004,11772,78.43,62.91,15.52
Portsmouth City,5.3,Virginia,2004,97428,46.62,13.46,33.16
Powhatan County,2.6,Virginia,2004,25568,262.4,1.12,261.28
Prince Edward County,5.5,Virginia,2004,20639,353.85,1.09,352.76
Prince George County,3.7,Virginia,2004,34925,281.85,16.23,265.62
Prince William County,2.7,Virginia,2004,337439,348.36,10.58,337.78
Pulaski County,4.8,Virginia,2004,34829,329.59,9.03,320.57
Radford City,4.8,Virginia,2004,15743,10.19,0.37,9.82
Rappahannock County,2.4,Virginia,2004,7289,266.83,0.26,266.57
Richmond City,5.3,Virginia,2004,196878,62.55,2.48,60.07
Richmond County,4.7,Virginia,2004,9202,216.38,24.92,191.46
Roanoke City,4.2,Virginia,2004,93614,42.91,0.03,42.88
Roanoke County,3,Virginia,2004,88177,251.04,0.18,250.87
Rockbridge County,2.7,Virginia,2004,21432,600.98,1.35,599.63
Rockingham County,3.2,Virginia,2004,70789,853.29,2.14,851.15
Russell County,5,Virginia,2004,28546,476.77,2.11,474.66
Salem City,3.2,Virginia,2004,24096,14.59,0,14.59
Scott County,5.3,Virginia,2004,22954,538.63,2.05,536.58
Shenandoah County,3.2,Virginia,2004,38272,512.53,0.32,512.2
Smyth County,4.2,Virginia,2004,32570,452.31,0.22,452.09
Southampton County,3.7,Virginia,2004,17535,602.35,2.8,599.56
Spotsylvania County,2.7,Virginia,2004,110580,412.27,11.41,400.86
Stafford County,2.7,Virginia,2004,113798,279.95,9.59,270.35
Staunton City,3.3,Virginia,2004,23501,19.71,0,19.71
Suffolk City,3.8,Virginia,2004,75725,429.07,29.05,400.02
Surry County,3.1,Virginia,2004,6873,310.31,31.22,279.09
Sussex County,4.6,Virginia,2004,12014,492.83,2.1,490.73
Tazewell County,4,Virginia,2004,44102,519.89,0.15,519.74
Virginia Beach City,3.3,Virginia,2004,437494,497.33,249.03,248.29
Warren County,3.3,Virginia,2004,34434,216.32,2.63,213.7
Washington County,4.6,Virginia,2004,52341,565.98,3.12,562.86
Waynesboro City,3.2,Virginia,2004,20351,15.38,0.02,15.36
Westmoreland County,3.9,Virginia,2004,16658,252.64,23.46,229.18
Williamsburg City,6.4,Virginia,2004,11986,8.67,0.13,8.54
Winchester City,3.2,Virginia,2004,25175,9.33,0,9.33
Wise County,4.7,Virginia,2004,41591,405.22,1.18,404.04
Wythe County,4.2,Virginia,2004,27947,464.62,1.37,463.24
York County,3,Virginia,2004,61926,215.52,109.87,105.65
Adams County,9,Washington,2004,16664,1929.69,4.73,1924.96
Asotin County,6.8,Washington,2004,20783,640.69,5.34,635.34
Benton County,5.6,Washington,2004,155689,1760.12,57.03,1703.09
Chelan County,7,Washington,2004,67882,2993.62,72.25,2921.37
Clallam County,6.7,Washington,2004,67411,2670.34,930.89,1739.45
Clark County,6.3,Washington,2004,384931,656.22,27.99,628.22
Columbia County,8.7,Washington,2004,4027,873.53,4.71,868.81
Cowlitz County,7.9,Washington,2004,95541,1166.33,27.69,1138.64
Douglas County,6.3,Washington,2004,34086,1848.69,28.17,1820.53
Ferry County,8.8,Washington,2004,7478,2257.46,53.48,2203.98
Franklin County,8,Washington,2004,58165,1265.35,22.95,1242.4
Garfield County,6.4,Washington,2004,2270,718.19,7.64,710.55
Grant County,8.1,Washington,2004,78734,2791.29,110.23,2681.06
Grays Harbor County,8.1,Washington,2004,69775,2224.44,307.55,1916.89
Island County,6.5,Washington,2004,77667,517.39,308.95,208.43
Jefferson County,6.1,Washington,2004,27949,2183.52,369.29,1814.23
King County,4.8,Washington,2004,1775297,2306.53,180.48,2126.04
Kitsap County,5.4,Washington,2004,241960,565.98,170.01,395.97
Kittitas County,6.1,Washington,2004,36921,2333.11,35.93,2297.19
Klickitat County,7.7,Washington,2004,19232,1904.18,31.8,1872.37
Lewis County,8,Washington,2004,71021,2436.26,28.63,2407.64
Lincoln County,6.7,Washington,2004,10442,2339.71,28.51,2311.21
Mason County,6.6,Washington,2004,53819,1051.03,89.97,961.06
Okanogan County,8.4,Washington,2004,38847,5315.16,47.09,5268.07
Pacific County,8,Washington,2004,20953,1223.5,290.52,932.97
Pend Oreille County,7.7,Washington,2004,12244,1425.32,25.05,1400.27
Pierce County,6.4,Washington,2004,740137,1806.5,127.58,1678.91
San Juan County,4.9,Washington,2004,15071,621.07,446.15,174.92
Skagit County,6.7,Washington,2004,109030,1920.47,185.33,1735.14
Skamania County,6.8,Washington,2004,10236,1683.86,27.42,1656.44
Snohomish County,5.1,Washington,2004,643533,2196.41,107.35,2089.06
Spokane County,5.8,Washington,2004,435268,1780.72,17.09,1763.64
Stevens County,7.4,Washington,2004,41022,2540.64,62.34,2478.3
Thurston County,5.5,Washington,2004,222985,773.64,46.62,727.02
Wahkiakum County,7.7,Washington,2004,3729,286.69,22.45,264.24
Walla Walla County,5.7,Washington,2004,56652,1299.25,28.74,1270.51
Whatcom County,5.4,Washington,2004,181756,2503.55,384.02,2119.53
Whitman County,4,Washington,2004,42158,2177.6,18.23,2159.37
Yakima County,8.6,Washington,2004,227280,4311.61,15.38,4296.23
Barbour County,5.1,West Virginia,2004,15629,342.75,1.96,340.79
Berkeley County,3.8,West Virginia,2004,88258,321.58,0.44,321.14
Boone County,4.1,West Virginia,2004,25455,503.18,0.2,502.98
Braxton County,5.1,West Virginia,2004,14696,516.17,2.69,513.48
Brooke County,6.4,West Virginia,2004,24867,92.26,3.41,88.85
Cabell County,4,West Virginia,2004,95239,288.02,6.43,281.59
Calhoun County,7.1,West Virginia,2004,7411,280.64,0.02,280.62
Clay County,6.3,West Virginia,2004,10055,343.82,1.42,342.4
Doddridge County,4.2,West Virginia,2004,7669,320.48,0.05,320.43
Fayette County,6,West Virginia,2004,46717,668.36,4.43,663.93
Gilmer County,3.9,West Virginia,2004,7764,340.07,0.02,340.05
Grant County,5.3,West Virginia,2004,11558,480.19,2.99,477.21
Greenbrier County,4.5,West Virginia,2004,34938,1024.43,3.17,1021.26
Hampshire County,3.9,West Virginia,2004,21766,644.62,2.9,641.72
Hancock County,6.4,West Virginia,2004,31600,88.35,5.53,82.82
Hardy County,3.3,West Virginia,2004,13325,584.48,1.09,583.39
Harrison County,4.2,West Virginia,2004,67900,416.6,0.56,416.04
Jackson County,4.8,West Virginia,2004,28676,471.59,5.8,465.79
Jefferson County,2.8,West Virginia,2004,47163,211.57,2.03,209.53
Kanawha County,4.2,West Virginia,2004,195364,910.99,7.89,903.1
Lewis County,4.5,West Virginia,2004,16622,389.75,7.61,382.14
Lincoln County,5.1,West Virginia,2004,22168,438.59,1.16,437.43
Logan County,4.5,West Virginia,2004,36582,455.61,1.4,454.21
Marion County,4.1,West Virginia,2004,55957,311.49,1.8,309.69
Marshall County,5.4,West Virginia,2004,34521,312.18,5.19,306.99
Mason County,6.7,West Virginia,2004,26521,444.8,12.95,431.85
McDowell County,7.6,West Virginia,2004,24264,534.9,0.18,534.72
Mercer County,4.5,West Virginia,2004,61694,420.69,0.26,420.43
Mineral County,5.1,West Virginia,2004,27250,329.13,1.4,327.73
Mingo County,5.4,West Virginia,2004,27214,423.64,1.03,422.61
Monongalia County,3.1,West Virginia,2004,87101,365.89,4.73,361.16
Monroe County,3.4,West Virginia,2004,13355,473.66,0.3,473.37
Morgan County,4.2,West Virginia,2004,16117,229.67,0.68,228.98
Nicholas County,4.6,West Virginia,2004,26089,654.4,5.77,648.63
Ohio County,4.6,West Virginia,2004,45424,108.86,2.68,106.18
Pendleton County,3.2,West Virginia,2004,8036,698.15,0.28,697.87
Pleasants County,4.6,West Virginia,2004,7731,134.59,3.86,130.73
Pocahontas County,6.3,West Virginia,2004,9090,941.85,1.56,940.29
Preston County,4.1,West Virginia,2004,30961,651.39,3.06,648.32
Putnam County,4.1,West Virginia,2004,53122,350.4,4.17,346.23
Raleigh County,4.3,West Virginia,2004,78428,609.34,2.41,606.93
Randolph County,4.8,West Virginia,2004,28648,1039.92,0.2,1039.72
Ritchie County,4.7,West Virginia,2004,10415,453.58,0.07,453.51
Roane County,6.4,West Virginia,2004,15337,483.75,0.18,483.57
Summers County,5.4,West Virginia,2004,13997,367.72,6.54,361.17
Taylor County,4.4,West Virginia,2004,16247,175.69,2.91,172.78
Tucker County,6.8,West Virginia,2004,7223,421.11,2.24,418.87
Tyler County,5.4,West Virginia,2004,9517,260.69,3.14,257.56
Upshur County,4.1,West Virginia,2004,23820,354.86,0.1,354.76
Wayne County,4.7,West Virginia,2004,42955,512.19,6.4,505.79
Webster County,4.7,West Virginia,2004,9612,556.15,0.18,555.97
Wetzel County,7.6,West Virginia,2004,17183,361.37,2.14,359.22
Wirt County,5.2,West Virginia,2004,5813,234.83,1.85,232.99
Wood County,4.8,West Virginia,2004,86892,376.94,9.65,367.29
Wyoming County,4.8,West Virginia,2004,24482,501.82,0.94,500.88
Adams County,6.6,Wisconsin,2004,20774,688.51,40.78,647.74
Ashland County,4.5,Wisconsin,2004,16547,2293.73,1249.91,1043.82
Barron County,4.3,Wisconsin,2004,45804,890.02,27.18,862.84
Bayfield County,5.7,Wisconsin,2004,15164,2041.53,565.28,1476.25
Brown County,4,Wisconsin,2004,236654,615.42,86.75,528.68
Buffalo County,3.4,Wisconsin,2004,13785,709.58,25.11,684.47
Burnett County,4.9,Wisconsin,2004,16180,880.38,58.86,821.52
Calumet County,3.5,Wisconsin,2004,45456,397.03,77.19,319.84
Chippewa County,4.7,Wisconsin,2004,58801,1041.32,30.89,1010.43
Clark County,4.7,Wisconsin,2004,34234,1219.08,3.44,1215.64
Columbia County,4.1,Wisconsin,2004,55048,795.7,21.91,773.79
Crawford County,4,Wisconsin,2004,17007,599.22,26.53,572.69
Dane County,2.8,Wisconsin,2004,453327,1238.32,36.42,1201.89
Dodge County,4.3,Wisconsin,2004,88070,906.99,24.71,882.28
Door County,5.5,Wisconsin,2004,28213,2369.83,1887.11,482.72
Douglas County,4.8,Wisconsin,2004,43833,1479.91,170.78,1309.13
Dunn County,3.4,Wisconsin,2004,41690,863.91,11.89,852.03
Eau Claire County,3.5,Wisconsin,2004,94618,645.28,7.64,637.64
Florence County,5.8,Wisconsin,2004,4890,497.46,9.43,488.03
Fond du Lac County,3.9,Wisconsin,2004,98929,765.8,42.89,722.91
Forest County,5.1,Wisconsin,2004,9924,1046.4,32.34,1014.05
Grant County,3.5,Wisconsin,2004,50143,1183.31,35.46,1147.85
Green County,3.2,Wisconsin,2004,34801,584.56,0.58,583.99
Green Lake County,4.9,Wisconsin,2004,19220,380.44,26.15,354.28
Iowa County,3.1,Wisconsin,2004,23187,768.08,5.41,762.67
Iron County,7.5,Wisconsin,2004,6508,919.24,162.01,757.23
Jackson County,4.7,Wisconsin,2004,19633,1000.11,12.79,987.32
Jefferson County,4,Wisconsin,2004,79408,582.75,25.73,557.01
Juneau County,5.3,Wisconsin,2004,25445,804.13,36.53,767.61
Kenosha County,5.2,Wisconsin,2004,157968,754.31,481.48,272.83
Kewaunee County,3.6,Wisconsin,2004,20562,1084.52,741.89,342.64
La Crosse County,3.4,Wisconsin,2004,109410,479.92,27.18,452.74
Lafayette County,3.3,Wisconsin,2004,16615,634.56,1,633.57
Langlade County,5.5,Wisconsin,2004,20686,887.88,15.2,872.67
Lincoln County,4.6,Wisconsin,2004,29666,907.05,23.75,883.3
Manitowoc County,4.7,Wisconsin,2004,81846,1493.87,902.34,591.53
Marathon County,3.6,Wisconsin,2004,127855,1576.14,31.18,1544.96
Marinette County,5.5,Wisconsin,2004,42680,1550.07,148.32,1401.76
Marquette County,5.7,Wisconsin,2004,15157,464.42,8.94,455.49
Menominee County,8.8,Wisconsin,2004,4406,364.99,7.03,357.96
Milwaukee County,5.5,Wisconsin,2004,936914,1189.7,948.14,241.56
Monroe County,3.6,Wisconsin,2004,42229,908.29,7.52,900.77
Oconto County,5.8,Wisconsin,2004,37354,1149.04,151.07,997.97
Oneida County,5.2,Wisconsin,2004,37035,1235.88,111.38,1124.5
Outagamie County,4,Wisconsin,2004,168136,644.4,4.06,640.34
Ozaukee County,3,Wisconsin,2004,85069,1116.2,884.26,231.95
Pepin County,4.3,Wisconsin,2004,7536,248.68,16.4,232.28
Pierce County,3.7,Wisconsin,2004,38789,591.59,15.1,576.49
Polk County,4.2,Wisconsin,2004,43584,956.28,39.01,917.27
Portage County,3.8,Wisconsin,2004,67789,822.76,16.45,806.31
Price County,3.8,Wisconsin,2004,15189,1278.43,25.87,1252.56
Racine County,5.1,Wisconsin,2004,191808,791.9,458.81,333.1
Richland County,3.7,Wisconsin,2004,18322,589.38,3.18,586.2
Rock County,4.8,Wisconsin,2004,155685,726.2,5.73,720.47
Rusk County,5,Wisconsin,2004,15189,930.89,17.77,913.13
Saint Croix County,4,Wisconsin,2004,73988,735.81,13.98,721.82
Sauk County,3.9,Wisconsin,2004,58020,848.43,10.8,837.63
Sawyer County,5,Wisconsin,2004,16552,1350.32,93.9,1256.42
Shawano County,4.3,Wisconsin,2004,41273,909.33,16.82,892.51
Sheboygan County,3.8,Wisconsin,2004,113832,1270.97,757.34,513.63
Taylor County,4.3,Wisconsin,2004,20186,984.49,9.63,974.86
Trempealeau County,3.6,Wisconsin,2004,27676,741.98,7.9,734.08
Vernon County,3.9,Wisconsin,2004,28652,816.41,21.54,794.87
Vilas County,5.8,Wisconsin,2004,22069,1017.85,144.13,873.72
Walworth County,3.7,Wisconsin,2004,98128,576.5,21.19,555.31
Washburn County,5.1,Wisconsin,2004,16126,853.06,43.37,809.68
Washington County,3.6,Wisconsin,2004,124076,435.89,5.07,430.82
Waukesha County,3.5,Wisconsin,2004,376243,580.48,24.91,555.58
Waupaca County,4.7,Wisconsin,2004,52605,765.33,14.24,751.09
Waushara County,4.9,Wisconsin,2004,24534,637.39,11.36,626.03
Winnebago County,3.9,Wisconsin,2004,160130,578.7,140.12,438.58
Wood County,4.7,Wisconsin,2004,75164,809.46,16.68,792.78
Albany County,2.8,Wyoming,2004,33580,4308.79,36.04,4272.75
Big Horn County,4.4,Wyoming,2004,11231,3158.96,21.97,3136.99
Campbell County,2.8,Wyoming,2004,36907,4801.56,4.8,4796.76
Carbon County,3.9,Wyoming,2004,15236,7964.03,67.89,7896.14
Converse County,3.8,Wyoming,2004,12350,4265.1,10.38,4254.72
Crook County,3.6,Wyoming,2004,6052,2870.52,11.93,2858.59
Fremont County,4.3,Wyoming,2004,36383,9265.8,83.53,9182.27
Goshen County,4,Wyoming,2004,12473,2232.16,6.84,2225.32
Hot Springs County,3.4,Wyoming,2004,4629,2006.21,2.32,2003.89
Johnson County,3.6,Wyoming,2004,7554,4174.71,8.42,4166.28
Laramie County,4.4,Wyoming,2004,85427,2687.63,1.58,2686.05
Lincoln County,3.8,Wyoming,2004,15539,4089.01,19.92,4069.09
Natrona County,3.4,Wyoming,2004,69035,5375.72,35.83,5339.88
Niobrara County,4.1,Wyoming,2004,2319,2627.9,2.09,2625.81
Park County,4.2,Wyoming,2004,26078,6968.51,26.11,6942.39
