county,nov_rate,state,year,2016_pop_est,total area sqmi,water area,land area,per_pov,med_income
Steuben County,3.3,Indiana,2016,34116,322.48,13.76,308.72,10.7,54071
Sullivan County,4.9,Indiana,2016,20802,454.04,6.85,447.2,14.2,46706
Switzerland County,4.3,Indiana,2016,10527,223.52,2.34,221.18,17.2,45337
Tippecanoe County,3.4,Indiana,2016,188059,503.07,3.28,499.79,17.6,51385
Tipton County,3.2,Indiana,2016,15182,260.41,0.02,260.39,8.5,60756
Union County,3.4,Indiana,2016,7212,165.25,3.7,161.55,12.8,46862
Vanderburgh County,3.7,Indiana,2016,181721,235.74,1.16,234.57,17.4,46750
Vermillion County,5.2,Indiana,2016,15645,259.94,3.05,256.89,13.3,51425
Vigo County,4.5,Indiana,2016,107931,410.47,7.17,403.29,17.8,43560
Wabash County,3.6,Indiana,2016,31762,421.07,7.9,413.17,11.5,51561
Warren County,3.8,Indiana,2016,8166,366.6,1.72,364.88,9.1,55466
Warrick County,3.7,Indiana,2016,62498,390.86,6.79,384.07,7.5,65809
Washington County,3.8,Indiana,2016,27670,516.53,2.12,514.42,14.3,48939
Wayne County,4.2,Indiana,2016,66568,404.34,0.78,403.57,17.0,42983
Wells County,3.1,Indiana,2016,27949,370.41,0.45,369.96,9.7,56054
White County,4,Indiana,2016,23999,508.8,3.56,505.24,10.9,47439
Whitley County,3.5,Indiana,2016,33449,337.9,2.38,335.52,9.0,54873
Adair County,2.2,Iowa,2016,7092,570.31,1,569.3,10.7,53416
Adams County,2,Iowa,2016,3693,425.41,1.87,423.54,12.3,46939
Allamakee County,4.1,Iowa,2016,13884,658.71,19.14,639.56,13.2,49439
Appanoose County,4.6,Iowa,2016,12462,516.35,20.1,496.25,18.7,39124
Audubon County,2.1,Iowa,2016,5678,443.58,0.44,443.13,11.1,49560
Benton County,2.9,Iowa,2016,25699,718.45,2.06,716.39,7.8,63069
Black Hawk County,4,Iowa,2016,132904,571.91,4.8,567.11,16.1,50887
Boone County,2.1,Iowa,2016,26532,573.51,2.05,571.46,9.2,60421
Bremer County,3.2,Iowa,2016,24798,439.6,1.7,437.9,6.7,65733
Buchanan County,3.2,Iowa,2016,20992,573.35,2.09,571.26,10.1,57228
Buena Vista County,2.7,Iowa,2016,20332,580.07,5.28,574.78,12.1,52344
Butler County,3.7,Iowa,2016,14791,581.56,1.18,580.38,9.8,54970
Calhoun County,2.9,Iowa,2016,9846,572.29,2.14,570.15,12.4,50767
Carroll County,2.1,Iowa,2016,20437,570.24,0.92,569.31,8.8,56292
Cass County,2.3,Iowa,2016,13157,565.01,0.68,564.33,12.8,47897
Cedar County,2.6,Iowa,2016,18454,581.96,2.44,579.52,6.6,63672
Cerro Gordo County,3.1,Iowa,2016,43070,575.12,6.8,568.33,11.7,53109
Cherokee County,2.5,Iowa,2016,11508,577.34,0.18,577.15,10.9,53534
Chickasaw County,3.2,Iowa,2016,12023,505.48,0.84,504.64,10.9,49197
Clarke County,2.7,Iowa,2016,9309,431.72,0.6,431.12,11.6,47753
Clay County,3.5,Iowa,2016,16333,572.51,3.63,568.89,9.1,53549
Clayton County,3.6,Iowa,2016,17590,792.81,14,778.81,9.9,53809
Clinton County,4.4,Iowa,2016,47309,710.19,15.21,694.98,13.5,49850
Crawford County,4.6,Iowa,2016,16940,714.99,0.63,714.36,14.1,51473
Dallas County,2.1,Iowa,2016,84516,591.73,5.26,586.47,4.9,82123
Davis County,4.7,Iowa,2016,8860,504.89,1.65,503.24,12.9,49636
Decatur County,2.7,Iowa,2016,8141,533.32,1.52,531.8,20.0,36808
Delaware County,3,Iowa,2016,17327,579.05,1.19,577.85,9.5,56747
Des Moines County,4.1,Iowa,2016,39739,429.8,13.65,416.15,16.1,48991
Dickinson County,4.5,Iowa,2016,17243,403.69,22.63,381.06,7.8,58019
Dubuque County,2.7,Iowa,2016,97003,616.56,8.41,608.16,10.5,59403
Emmet County,4.9,Iowa,2016,9658,402.38,6.63,395.74,10.9,48035
Fayette County,3.7,Iowa,2016,20054,731.45,0.52,730.92,12.8,52192
Floyd County,2.9,Iowa,2016,15873,501.31,0.74,500.56,12.9,49771
Franklin County,2.9,Iowa,2016,10170,583.01,0.57,582.44,11.6,52860
Fremont County,3,Iowa,2016,6950,516.76,5.68,511.08,11.6,53861
Greene County,2.1,Iowa,2016,9011,571.13,2.72,568.41,11.2,48769
Grundy County,2.8,Iowa,2016,12313,502.55,0.03,502.51,6.3,64146
Guthrie County,2.5,Iowa,2016,10625,593.06,2.46,590.6,9.9,55531
Hamilton County,2.9,Iowa,2016,15076,577.44,0.76,576.68,9.3,58920
Hancock County,2.2,Iowa,2016,10835,573.14,2.03,571.11,8.8,57222
Hardin County,3.4,Iowa,2016,17226,569.93,0.68,569.26,11.0,50616
Harrison County,2.6,Iowa,2016,14149,700.93,4.2,696.72,10.9,55325
Henry County,2.8,Iowa,2016,19773,436.68,2.24,434.44,12.4,50684
Howard County,2.6,Iowa,2016,9332,473.76,0.36,473.4,9.8,49916
Humboldt County,2.1,Iowa,2016,9487,435.73,1.31,434.41,10.0,54315
Ida County,1.9,Iowa,2016,6985,432.23,0.52,431.71,10.2,53300
Iowa County,2.4,Iowa,2016,16311,587.35,0.9,586.45,7.2,57771
Jackson County,3.1,Iowa,2016,19472,649.75,13.66,636.09,13.0,49769
Jasper County,2.9,Iowa,2016,36708,732.93,2.94,729.99,10.1,53829
Jefferson County,3.5,Iowa,2016,18090,436.72,1.38,435.34,14.0,46617
Johnson County,2,Iowa,2016,146547,623.35,8.87,614.48,17.0,58904
Jones County,3.1,Iowa,2016,20439,576.7,1.39,575.31,10.5,55210
Keokuk County,3.7,Iowa,2016,10119,579.94,0.75,579.19,12.0,49898
Kossuth County,2,Iowa,2016,15114,974.39,1.38,973.01,11.4,55129
Lee County,5.4,Iowa,2016,34615,538.77,21.37,517.39,14.0,49654
Linn County,3.1,Iowa,2016,221661,724.55,7.1,717.44,10.0,64625
Louisa County,3.2,Iowa,2016,11142,417.64,15.73,401.92,11.4,52271
Lucas County,2.4,Iowa,2016,8647,434.17,3.63,430.55,14.9,55871
Lyon County,1.8,Iowa,2016,11754,587.63,0.13,587.5,7.3,62496
Madison County,2.8,Iowa,2016,15848,562.3,1.16,561.14,7.8,64776
Mahaska County,3.1,Iowa,2016,22181,573.4,2.53,570.87,12.3,51839
Marion County,2.4,Iowa,2016,33189,570.53,16.32,554.21,8.5,61098
Marshall County,3.8,Iowa,2016,40312,573.02,0.7,572.32,12.2,53645
Mills County,3,Iowa,2016,14972,439.67,3.13,436.53,8.8,75550
Mitchell County,1.9,Iowa,2016,10763,469.4,0.47,468.92,10.1,55129
Monona County,3,Iowa,2016,8898,698.85,5.73,693.12,12.8,47371
Monroe County,4.8,Iowa,2016,7870,434.11,0.7,433.41,12.5,49402
Montgomery County,3.4,Iowa,2016,10225,424.81,0.93,423.88,12.9,47197
Muscatine County,3.1,Iowa,2016,42940,449.07,10.4,438.67,10.8,57583
O'Brien County,2.1,Iowa,2016,14020,573.25,0.17,573.08,10.1,50607
Osceola County,2.5,Iowa,2016,6064,399.48,0.71,398.77,10.5,55375
Page County,5.4,Iowa,2016,15391,535.35,0.52,534.82,14.7,49507
Palo Alto County,2.8,Iowa,2016,9047,569.4,5.57,563.83,10.3,50642
Plymouth County,2.7,Iowa,2016,25200,863.96,0.39,863.56,8.4,66070
Pocahontas County,2.2,Iowa,2016,6886,579.13,1.42,577.7,11.8,51260
Polk County,3,Iowa,2016,474045,591.9,22.55,569.35,10.9,64169
Pottawattamie County,2.6,Iowa,2016,93582,959.94,5.68,954.26,10.3,55442
Poweshiek County,2.7,Iowa,2016,18533,586.17,1.14,585.03,11.0,52408
Ringgold County,2.6,Iowa,2016,5068,538.92,1.26,537.67,14.3,47638
Sac County,2.3,Iowa,2016,9876,578.38,2.56,575.82,11.6,54660
Scott County,3.9,Iowa,2016,172474,468.17,10.24,457.93,13.4,56208
Shelby County,2.4,Iowa,2016,11800,591.37,0.54,590.83,9.0,59121
Sioux County,1.4,Iowa,2016,34898,768.58,0.7,767.88,7.3,66605
Story County,1.7,Iowa,2016,97090,573.7,0.84,572.86,19.2,55561
Tama County,3.2,Iowa,2016,17319,722.37,1.07,721.3,12.1,50468
Taylor County,2.3,Iowa,2016,6216,534.83,0.87,533.95,12.3,50695
Union County,2.9,Iowa,2016,12420,425.95,1.57,424.39,13.2,47422
Van Buren County,3.2,Iowa,2016,7271,490.55,5.73,484.82,14.5,44875
Wapello County,6.4,Iowa,2016,34982,435.98,4.17,431.81,16.6,41312
Warren County,2.6,Iowa,2016,49691,573.21,1.56,571.64,6.8,74031
Washington County,2.5,Iowa,2016,22281,570.77,2.06,568.71,9.9,57315
Wayne County,3,Iowa,2016,6452,527.08,1.48,525.6,17.9,41118
Webster County,3.2,Iowa,2016,36769,718.05,2.82,715.23,14.3,48013
Winnebago County,2.8,Iowa,2016,10631,401.57,1.1,400.47,10.5,52953
Winneshiek County,2.3,Iowa,2016,20561,689.88,0.27,689.61,9.4,62115
Woodbury County,3.3,Iowa,2016,102779,877.39,4.79,872.59,13.3,51877
Worth County,2.7,Iowa,2016,7572,401.71,1.71,400,8.9,54628
Wright County,3.7,Iowa,2016,12779,582.54,1.82,580.72,12.6,47815
Allen County,4.9,Kansas,2016,12714,505.18,2.18,503.01,15.5,41950
Anderson County,3.7,Kansas,2016,7827,584.29,1.38,582.92,12.9,49215
Atchison County,5.7,Kansas,2016,16380,435.04,2.7,432.34,15.8,49826
Barber County,3.5,Kansas,2016,4688,1136.21,2.1,1134.11,12.0,47540
Barton County,4.2,Kansas,2016,26775,900.46,6.46,894,13.9,47194
Bourbon County,4.5,Kansas,2016,14617,638.82,1.73,637.09,17.4,44424
Brown County,3.5,Kansas,2016,9684,572.2,1.52,570.67,13.3,43960
Butler County,4.1,Kansas,2016,67025,1446.42,18.57,1427.85,8.9,60836
Chase County,3.4,Kansas,2016,2669,778.01,2.12,775.89,11.4,44940
Chautauqua County,5.3,Kansas,2016,3374,644.83,3.14,641.69,17.5,40859
Cherokee County,4.1,Kansas,2016,20246,590.96,3.85,587.12,15.8,41140
Cheyenne County,3,Kansas,2016,2661,1020.84,0.95,1019.88,11.2,42649
Clark County,2.4,Kansas,2016,2072,977.2,2.52,974.68,11.5,51280
Clay County,4.1,Kansas,2016,8143,655.44,11.6,643.84,10.3,50291
Cloud County,4.7,Kansas,2016,9150,718.47,2.84,715.63,13.2,42431
Coffey County,5,Kansas,2016,8433,654.57,24.82,629.75,10.4,57224
Comanche County,3.1,Kansas,2016,1862,789.7,1.39,788.31,11.7,44898
Cowley County,4.3,Kansas,2016,35753,1132.6,6.37,1126.24,14.0,45907
Crawford County,4.4,Kansas,2016,39164,595.05,2.14,592.91,22.3,39521
Decatur County,3.2,Kansas,2016,2832,894.18,0.63,893.55,14.8,41095
Dickinson County,3.9,Kansas,2016,19064,852.12,4.2,847.92,11.1,50268
Doniphan County,3.7,Kansas,2016,7664,397.07,4.89,392.18,13.7,47320
Douglas County,3.3,Kansas,2016,119440,474.47,17.6,456.87,15.8,55446
Edwards County,3.1,Kansas,2016,2938,622.1,0.08,622.02,11.2,46825
Elk County,4.3,Kansas,2016,2547,650.36,3.07,647.29,17.9,40227
Ellis County,2.8,Kansas,2016,28893,900.47,0.5,899.97,12.4,52265
Ellsworth County,3.6,Kansas,2016,6328,723.44,7.54,715.91,10.2,50403
Finney County,2.9,Kansas,2016,36722,1302.62,0.84,1301.77,14.3,51812
Ford County,3.1,Kansas,2016,33971,1099.29,0.79,1098.5,13.4,47175
Franklin County,3.6,Kansas,2016,25560,576.65,2.8,573.85,11.9,50155
Geary County,5.1,Kansas,2016,35586,404.39,19.7,384.69,11.6,46326
Gove County,2.4,Kansas,2016,2589,1071.47,0.09,1071.38,10.4,51445
Graham County,3.9,Kansas,2016,2564,898.67,0.38,898.29,12.3,42224
Grant County,3.5,Kansas,2016,7646,575.04,0.18,574.86,12.0,58620
Gray County,2.3,Kansas,2016,6034,869.34,0.44,868.9,8.2,64274
Greeley County,2.2,Kansas,2016,1296,778.01,0,778.01,11.7,47620
Greenwood County,4.6,Kansas,2016,6151,1152.59,12.92,1139.67,14.8,40518
Hamilton County,2.5,Kansas,2016,2536,997.62,1.13,996.49,13.5,49932
Harper County,3.8,Kansas,2016,5685,802.95,1.51,801.44,14.6,42023
Harvey County,4.2,Kansas,2016,34913,540.5,1.17,539.33,10.5,56848
Haskell County,2.5,Kansas,2016,4006,577.73,0.36,577.37,10.1,50514
Hodgeman County,2.8,Kansas,2016,1870,860.24,0.32,859.92,9.9,51244
Jackson County,3.2,Kansas,2016,13291,657.86,2.27,655.59,8.9,57869
Jefferson County,3.6,Kansas,2016,18897,556.94,20.83,536.11,9.5,62285
Jewell County,3.9,Kansas,2016,2901,914.47,5.29,909.18,12.7,40940
Johnson County,3.2,Kansas,2016,584451,480.15,3.37,476.78,5.6,80872
Kearny County,2.8,Kansas,2016,3917,871.5,0.44,871.06,11.6,59254
Kingman County,4.2,Kansas,2016,7467,866.7,3.35,863.35,10.7,59721
Kiowa County,2.9,Kansas,2016,2483,722.62,0.23,722.39,13.0,42976
Labette County,5.2,Kansas,2016,20444,653.3,4.48,648.82,20.8,41103
Lane County,3.1,Kansas,2016,1636,717.43,0.21,717.22,10.1,56677
Leavenworth County,3.9,Kansas,2016,80204,468.33,5.06,463.27,8.8,67558
Lincoln County,3.5,Kansas,2016,3073,719.94,1.07,718.87,12.4,42092
Linn County,5.8,Kansas,2016,9558,606.29,7.62,598.67,16.6,44391
Logan County,2.5,Kansas,2016,2831,1073.09,0.11,1072.99,9.9,48453
Lyon County,3.8,Kansas,2016,33510,855.14,4.27,850.87,16.3,43600
Marion County,4.1,Kansas,2016,12112,953.54,10.43,943.11,11.2,51569
Marshall County,3.1,Kansas,2016,9836,904.36,1.83,902.53,10.3,48687
McPherson County,2.9,Kansas,2016,28804,901.24,1.52,899.71,9.7,56488
Meade County,2.9,Kansas,2016,4216,979.66,1.24,978.42,10.9,57187
Miami County,3.8,Kansas,2016,32964,590.15,13.43,576.72,8.2,67651
Mitchell County,3,Kansas,2016,6243,718.62,18.8,699.82,11.9,49552
Montgomery County,5.8,Kansas,2016,32746,651.4,6.19,645.2,18.9,41281
Morris County,3.8,Kansas,2016,5573,702.84,5.46,697.38,11.8,48093
Morton County,3.7,Kansas,2016,2848,729.94,0.02,729.92,12.4,49717
Nemaha County,2.5,Kansas,2016,10241,719.4,1.41,717.99,9.3,55324
Neosho County,6.5,Kansas,2016,16146,578.02,6.27,571.75,16.4,42441
Ness County,3.5,Kansas,2016,2962,1075,0.26,1074.75,11.3,46439
Norton County,2.3,Kansas,2016,5493,881.39,3.55,877.84,13.7,45845
Osage County,4.3,Kansas,2016,15843,719.23,15.72,703.5,10.9,54760
Osborne County,3.1,Kansas,2016,3642,894.28,1.89,892.39,14.2,41967
Ottawa County,3.5,Kansas,2016,5920,721.9,0.79,721.11,10.7,52808
Pawnee County,3.3,Kansas,2016,6743,754.56,0.38,754.17,14.7,46961
Phillips County,2.6,Kansas,2016,5428,894.81,8.58,886.23,12.6,49386
Pottawatomie County,3.4,Kansas,2016,23661,862.07,17.83,844.24,8.2,64704
Pratt County,3.7,Kansas,2016,9584,735.76,0.76,734.99,11.4,51419
Rawlins County,2.2,Kansas,2016,2549,1069.72,0.11,1069.62,12.4,47377
Reno County,4.3,Kansas,2016,63220,1271.25,16.84,1254.42,14.7,46208
Republic County,2.9,Kansas,2016,4699,720.31,3.93,716.38,11.4,43921
Rice County,3.5,Kansas,2016,9831,728.3,1.72,726.58,12.8,47737
Riley County,3.1,Kansas,2016,73343,622.11,12.55,609.55,18.2,49901
Rooks County,4.3,Kansas,2016,5076,895.36,7.02,888.34,11.9,45268
Rush County,3.6,Kansas,2016,3058,718.42,0.21,718.21,12.0,45281
Russell County,3.9,Kansas,2016,6988,898.98,14.3,884.68,14.5,43857
Saline County,3.4,Kansas,2016,55142,721.28,1.67,719.61,12.0,48748
Scott County,2.3,Kansas,2016,5032,717.64,0.12,717.52,7.5,60540
Sedgwick County,4.4,Kansas,2016,511995,1009.41,10.03,999.38,14.9,52612
Seward County,3.9,Kansas,2016,22709,640.51,0.99,639.52,13.6,48648
Shawnee County,3.7,Kansas,2016,178146,556.32,6.5,549.82,10.9,55387
Sheridan County,2.3,Kansas,2016,2509,896.61,0.25,896.36,11.5,49860
Sherman County,3.3,Kansas,2016,5965,1056.01,0.21,1055.8,14.4,48456
Smith County,3.1,Kansas,2016,3632,896.53,1.1,895.43,14.2,40006
Stafford County,3.7,Kansas,2016,4208,794.72,2.67,792.05,13.3,46104
Stanton County,2.9,Kansas,2016,2062,680.06,0.06,680,10.9,58135
Stevens County,3.5,Kansas,2016,5584,727.71,0.18,727.53,10.0,57432
Sumner County,4,Kansas,2016,23272,1184.78,2.98,1181.81,13.5,52186
Thomas County,2.8,Kansas,2016,7892,1074.9,0.11,1074.78,10.5,53816
Trego County,3.1,Kansas,2016,2872,899.02,10.73,888.29,11.0,46756
Wabaunsee County,4,Kansas,2016,6891,799.8,2.41,797.38,8.1,61502
Wallace County,2.6,Kansas,2016,1497,914.05,0.05,913.99,12.1,47844
Washington County,3,Kansas,2016,5546,898.84,0.38,898.46,10.8,45077
Wichita County,2.4,Kansas,2016,2112,718.54,0.02,718.52,11.7,55336
Wilson County,5.9,Kansas,2016,8723,574.97,1.17,573.81,16.4,43134
Woodson County,5.9,Kansas,2016,3165,505.45,4.85,500.61,18.4,35417
Wyandotte County,5.1,Kansas,2016,163831,155.69,4.3,151.39,19.4,43396
Adair County,5.6,Kentucky,2016,19280,412.23,5.39,406.84,26.1,33925
Allen County,3.4,Kentucky,2016,20631,352.04,5.92,346.12,18.6,41368
Anderson County,3.4,Kentucky,2016,22158,204.28,1.61,202.67,10.6,57448
Ballard County,7.2,Kentucky,2016,8054,273.6,22.44,251.16,16.2,45074
Barren County,3.9,Kentucky,2016,43993,499.93,8.96,490.97,21.8,40274
Bath County,5.9,Kentucky,2016,12327,283.94,4.48,279.46,24.9,36468
Bell County,7.4,Kentucky,2016,27117,361.35,0.58,360.77,38.7,26014
Boone County,3.3,Kentucky,2016,128536,256.96,10.7,246.26,7.6,72942
Bourbon County,4,Kentucky,2016,20030,291.66,0.23,291.43,17.6,46231
Boyd County,6.8,Kentucky,2016,48132,161.82,1.65,160.17,18.2,44569
Boyle County,4.3,Kentucky,2016,30018,182.99,1.09,181.9,17.1,44834
Bracken County,5,Kentucky,2016,8400,208.89,5.67,203.22,16.7,47182
Breathitt County,7.9,Kentucky,2016,13284,495.29,0.09,495.19,34.3,26659
Breckinridge County,4.9,Kentucky,2016,19961,585.53,13.12,572.41,17.3,43053
Bullitt County,3.6,Kentucky,2016,79151,300.2,1.12,299.08,10.4,63570
Butler County,4.5,Kentucky,2016,12845,431.52,3.44,428.08,17.8,41701
Caldwell County,4.4,Kentucky,2016,12568,348.18,1.2,346.98,20.4,40327
Calloway County,3.7,Kentucky,2016,38437,410.79,24.53,386.25,21.2,39438
Campbell County,3.4,Kentucky,2016,92211,159.43,7.87,151.55,12.5,61490
Carlisle County,5,Kentucky,2016,4855,199.02,6.54,192.49,14.5,45362
Carroll County,4.2,Kentucky,2016,10679,137.27,7.18,130.09,20.8,47726
Carter County,8.1,Kentucky,2016,27046,412.15,1.55,410.6,22.6,37406
Casey County,4.1,Kentucky,2016,15815,445.73,0.12,445.61,27.8,29417
Christian County,5,Kentucky,2016,72351,724.01,2.69,721.32,20.8,41081
Clark County,4,Kentucky,2016,35819,255.16,0.85,254.31,15.9,48474
Clay County,7.9,Kentucky,2016,20766,471.08,0.07,471.01,42.1,24901
Clinton County,5.8,Kentucky,2016,10177,205.54,8.09,197.46,25.3,29582
Crittenden County,4,Kentucky,2016,9188,370.95,8.81,362.14,18.6,40656
Cumberland County,4.5,Kentucky,2016,6738,310.85,5.02,305.82,25.3,30771
Daviess County,3.9,Kentucky,2016,99674,476.27,13.88,462.39,16.4,51153
Edmonson County,5.2,Kentucky,2016,12114,308.01,5.39,302.62,22.3,38395
Elliott County,8.8,Kentucky,2016,7588,235.2,1.24,233.96,30.7,33335
Estill County,5,Kentucky,2016,14307,255.7,1.76,253.93,27.3,33839
Fayette County,3,Kentucky,2016,318449,285.52,1,284.52,17.9,53288
Fleming County,4.5,Kentucky,2016,14507,351.47,0.62,350.84,21.2,38860
Floyd County,8.8,Kentucky,2016,37110,395.46,1.16,394.29,30.4,31295
Franklin County,3.5,Kentucky,2016,50560,212.11,1.65,210.46,13.7,52395
Fulton County,5.6,Kentucky,2016,6179,230.55,21.6,208.95,30.0,30605
Gallatin County,4.4,Kentucky,2016,8609,104.67,5.87,98.81,14.5,49945
Garrard County,4.2,Kentucky,2016,17292,233.88,2.67,231.21,16.3,46967
Grant County,4.2,Kentucky,2016,24923,260.79,0.86,259.93,15.6,49312
Graves County,5.4,Kentucky,2016,37182,556.46,0.87,555.59,20.7,41705
Grayson County,6.3,Kentucky,2016,26184,510.85,7.17,503.68,22.1,38418
Green County,3.7,Kentucky,2016,11060,288.78,0.12,288.66,20.4,36246
Greenup County,7,Kentucky,2016,35893,354.51,8.41,346.11,17.4,46815
Hancock County,4.6,Kentucky,2016,8810,198.92,10.12,188.8,12.6,56823
Hardin County,3.9,Kentucky,2016,107316,629.86,1.88,627.98,13.8,52040
Harlan County,10.2,Kentucky,2016,27168,467.97,0.78,467.2,37.1,25240
Harrison County,4.2,Kentucky,2016,18646,309.88,0.2,309.68,15.3,49615
Hart County,3.9,Kentucky,2016,18627,417.91,1.98,415.93,21.8,36628
Henderson County,4.2,Kentucky,2016,46253,467.24,27.11,440.12,17.1,46936
Henry County,3.5,Kentucky,2016,15818,291.11,1.79,289.32,18.5,51774
Hickman County,5,Kentucky,2016,4627,252.94,8.49,244.44,20.1,39859
Hopkins County,4.6,Kentucky,2016,45904,554.23,3.67,550.56,18.3,43590
Jackson County,6.3,Kentucky,2016,13368,346.57,0.24,346.33,31.9,30798
Jefferson County,3.8,Kentucky,2016,765352,398.58,13.49,385.09,14.9,52008
Jessamine County,3.3,Kentucky,2016,52357,174.45,1.32,173.13,15.9,55047
Johnson County,8.3,Kentucky,2016,22978,263.94,2.4,261.54,25.9,35408
Kenton County,3.5,Kentucky,2016,164945,164.38,2.42,161.97,12.6,61798
Knott County,9.3,Kentucky,2016,15544,353.01,0.82,352.19,38.2,29786
Knox County,6.8,Kentucky,2016,31687,387.71,0.04,387.66,39.2,27432
Larue County,3.8,Kentucky,2016,14096,263.72,0.53,263.2,16.9,44522
Laurel County,5.2,Kentucky,2016,60250,443.74,8.07,435.67,23.2,38323
Lawrence County,8.5,Kentucky,2016,15863,420.12,1.35,418.78,27.1,33757
Lee County,7.2,Kentucky,2016,6580,211.22,1.36,209.86,39.0,25372
Leslie County,10.9,Kentucky,2016,10538,404.36,0.33,404.03,31.8,28595
Letcher County,9.5,Kentucky,2016,22773,339.12,0.07,339.04,31.6,29308
Lewis County,7.3,Kentucky,2016,13442,495.7,11.21,484.49,26.8,32848
Lincoln County,5,Kentucky,2016,24372,336.47,0.21,336.26,22.9,35934
Livingston County,5.9,Kentucky,2016,9269,342.2,26.12,316.08,14.5,45229
Logan County,3.6,Kentucky,2016,26593,557.1,1.41,555.68,17.5,43985
Lyon County,5.3,Kentucky,2016,8069,256.42,40.71,215.7,16.4,44767
Madison County,3.4,Kentucky,2016,89547,443.11,2.42,440.68,21.3,45406
Magoffin County,15.1,Kentucky,2016,12684,309.44,0.01,309.44,31.9,28996
Marion County,3.6,Kentucky,2016,19205,346.86,0.47,346.39,20.1,41233
Marshall County,4.9,Kentucky,2016,31365,340.32,35.43,304.89,12.1,50165
Martin County,7.9,Kentucky,2016,12002,230.81,0.11,230.7,39.3,29861
Mason County,4.9,Kentucky,2016,17190,246.6,5.49,241.11,19.4,43683
McCracken County,5,Kentucky,2016,65162,268.08,17.05,251.02,18.7,42936
McCreary County,6.2,Kentucky,2016,17511,430.64,2.94,427.7,39.3,25087
McLean County,4.1,Kentucky,2016,9475,256.17,1.88,254.3,17.3,43656
Meade County,4.3,Kentucky,2016,28126,324.22,15.71,308.51,13.4,51893
Menifee County,6.4,Kentucky,2016,6408,206.03,2.13,203.9,24.1,33734
Mercer County,4.3,Kentucky,2016,21477,253.11,2.2,250.92,14.5,51048
Metcalfe County,3.5,Kentucky,2016,10018,290.96,0.07,290.9,22.7,33562
Monroe County,3.5,Kentucky,2016,10588,332.11,1.3,330.81,23.2,33425
Montgomery County,5.1,Kentucky,2016,27771,198.8,0.21,198.59,17.9,44890
Morgan County,6.1,Kentucky,2016,13298,383.73,2.47,381.26,27.2,33716
Muhlenberg County,5.6,Kentucky,2016,31028,479.43,4.71,474.72,19.6,42098
Nelson County,3.8,Kentucky,2016,45559,424.07,1.45,422.63,11.6,56239
Nicholas County,4.5,Kentucky,2016,7084,196.85,0.24,196.61,19.8,38958
Ohio County,5.4,Kentucky,2016,24378,596.73,2.94,593.79,20.3,40859
Oldham County,2.9,Kentucky,2016,65560,196.54,7.36,189.19,5.9,92454
Owen County,4.1,Kentucky,2016,10642,354.16,2.02,352.14,18.2,46358
Owsley County,7.7,Kentucky,2016,4491,198.09,0,198.09,45.2,23115
Pendleton County,4.2,Kentucky,2016,14560,281.87,1.33,280.54,14.4,51680
Perry County,8.9,Kentucky,2016,27343,342.64,0.49,342.15,30.9,31814
Pike County,8.8,Kentucky,2016,60555,788.84,1.15,787.69,31.4,32734
Powell County,6,Kentucky,2016,12308,180.2,0.07,180.14,26.5,35169
Pulaski County,4.6,Kentucky,2016,63956,677.05,15.45,661.6,18.9,37782
Robertson County,5.1,Kentucky,2016,2155,100.11,0.04,100.07,24.6,41877
Rockcastle County,4.6,Kentucky,2016,16850,318.06,0.54,317.53,24.2,35567
Rowan County,4.6,Kentucky,2016,24451,286.25,5.43,280.82,25.4,38684
Russell County,7.1,Kentucky,2016,17722,282.82,29.29,253.53,25.0,33490
Scott County,3.2,Kentucky,2016,53972,285.3,0.57,284.72,10.4,64809
Shelby County,3,Kentucky,2016,46408,385.65,1.46,384.19,11.5,61700
Simpson County,3.7,Kentucky,2016,18083,236.19,0,236.19,15.1,45643
Spencer County,3.3,Kentucky,2016,18274,191.8,5.89,185.9,8.8,71156
Taylor County,4.2,Kentucky,2016,25397,277.05,7.22,269.83,21.3,37806
Todd County,3.5,Kentucky,2016,12295,376.97,0.62,376.35,20.4,41072
Trigg County,4.6,Kentucky,2016,14264,481.13,38.01,443.12,14.5,37965
Trimble County,4.5,Kentucky,2016,8620,156.23,7.38,148.85,14.8,51827
Union County,5.6,Kentucky,2016,14880,363.43,18.33,345.1,18.6,47017
Warren County,3.1,Kentucky,2016,125532,547.69,2.48,545.21,18.5,47253
Washington County,3.4,Kentucky,2016,12189,301.52,0.93,300.59,15.7,48041
Wayne County,6.4,Kentucky,2016,20453,484.2,24.8,459.4,26.9,30923
Webster County,5.2,Kentucky,2016,13316,335.68,0.93,334.75,17.9,43605
Whitley County,5.5,Kentucky,2016,36096,445.15,4.99,440.15,29.3,31985
Wolfe County,7.1,Kentucky,2016,7159,222.86,0.08,222.78,32.2,28443
Woodford County,2.7,Kentucky,2016,26124,191.98,1.3,190.68,12.1,58712
Acadia Parish,6.6,Louisiana,2016,62645,657.62,2.33,655.28,23.1,40218
Allen Parish,5.7,Louisiana,2016,25684,765.67,1.17,764.5,21.4,41584
Ascension Parish,4.5,Louisiana,2016,121587,302.88,11.35,291.53,10.7,74212
Assumption Parish,7.6,Louisiana,2016,22695,364.55,25.87,338.68,21.2,45847
Avoyelles Parish,6.2,Louisiana,2016,41117,865.67,33.24,832.44,25.9,34997
