county,nov_rate,state,year,2016_pop_est,total area sqmi,water area,land area,per_pov,med_income
Champaign County,4.3,Ohio,2016,38747,429.71,1.15,428.56,11.1,56203
Clark County,4.8,Ohio,2016,134786,403.56,3.7,399.86,15.7,47410
Clermont County,4,Ohio,2016,203022,457.67,5.68,451.99,10.6,61203
Clinton County,5.1,Ohio,2016,41902,412.29,1.41,410.88,13.4,53234
Columbiana County,6,Ohio,2016,103685,535.18,2.73,532.46,17.2,46873
Coshocton County,6.3,Ohio,2016,36602,567.58,3.51,564.07,12.7,45777
Crawford County,6.1,Ohio,2016,42083,402.83,0.72,402.11,13.9,44336
Cuyahoga County,5,Ohio,2016,1249352,1245.56,787.07,458.49,18.3,46703
Darke County,3.6,Ohio,2016,51778,600.29,0.49,599.8,10.7,52771
Defiance County,4.3,Ohio,2016,38158,414.19,3.03,411.16,10.4,52210
Delaware County,3.2,Ohio,2016,196463,455.97,13.56,442.41,4.7,102990
Erie County,5.5,Ohio,2016,75107,626.15,371.27,254.88,12.5,51354
Fairfield County,3.9,Ohio,2016,152597,508.6,3.49,505.11,9.7,65198
Fayette County,3.8,Ohio,2016,28676,407.08,0.5,406.58,16.0,44257
Franklin County,3.7,Ohio,2016,1264518,543.32,3.45,539.87,16.6,56090
Fulton County,4,Ohio,2016,42514,407.32,0.54,406.78,8.9,56504
Gallia County,5.9,Ohio,2016,30015,471.13,2.36,468.78,20.6,42074
Geauga County,3.8,Ohio,2016,94060,408.29,4.63,403.66,5.8,77938
Greene County,3.9,Ohio,2016,164765,416.21,1.34,414.88,12.1,62751
Guernsey County,6.3,Ohio,2016,39063,528.29,6.39,521.9,18.6,43519
Hamilton County,4,Ohio,2016,809099,412.78,5.42,407.36,16.0,53344
Hancock County,3.3,Ohio,2016,75872,533.6,2.24,531.35,10.0,56406
Hardin County,4.7,Ohio,2016,31474,470.54,0.25,470.29,13.3,46969
Harrison County,6.3,Ohio,2016,15307,410.79,7.26,403.53,16.8,44274
Henry County,4.2,Ohio,2016,27629,419.98,3.47,416.5,8.3,57752
Highland County,5.7,Ohio,2016,43029,557.84,4.56,553.28,19.8,44729
Hocking County,4.8,Ohio,2016,28340,423.6,0.85,422.75,14.5,47799
Holmes County,3.2,Ohio,2016,43936,424.02,1.03,422.99,11.7,58783
Huron County,5.6,Ohio,2016,58439,494.52,1.83,492.69,12.2,51278
Jackson County,7,Ohio,2016,32505,421.5,1.22,420.28,18.1,45168
Jefferson County,7.2,Ohio,2016,66704,410.87,1.27,409.61,16.3,43558
Knox County,4,Ohio,2016,60814,529.53,2.41,527.12,12.7,53375
Lake County,4.3,Ohio,2016,228614,978.87,750.65,228.21,8.6,61946
Lawrence County,5.6,Ohio,2016,60872,457.28,2.32,454.96,17.9,42132
Licking County,3.8,Ohio,2016,172198,688.38,1.88,686.5,11.7,58902
Logan County,3.9,Ohio,2016,45165,466.78,8.34,458.44,12.2,53760
Lorain County,5.2,Ohio,2016,306365,923.02,430.52,492.5,12.4,54951
Lucas County,4.8,Ohio,2016,432488,595.88,255.42,340.46,19.8,45251
Madison County,3.4,Ohio,2016,43419,466.18,0.74,465.44,11.8,60039
Mahoning County,5.7,Ohio,2016,230008,423.38,8.14,415.25,18.7,42839
Marion County,4.7,Ohio,2016,65096,404.15,0.3,403.84,14.8,44783
Medina County,3.9,Ohio,2016,177221,423.11,1.57,421.55,6.5,73148
Meigs County,7.3,Ohio,2016,23125,432.38,2.95,429.42,21.1,39070
Mercer County,2.9,Ohio,2016,40909,473.29,10.03,463.27,8.2,57577
Miami County,4,Ohio,2016,104679,409.22,2.18,407.04,9.5,59591
Monroe County,9.5,Ohio,2016,14210,457.46,1.92,455.54,15.2,44062
Montgomery County,4.5,Ohio,2016,531239,464.34,2.67,461.68,18.2,47239
Morgan County,6.9,Ohio,2016,14804,421.86,4.2,417.66,18.7,40680
Morrow County,4.4,Ohio,2016,35036,407.36,1.13,406.22,12.2,52953
Muskingum County,5.1,Ohio,2016,86068,672.59,7.97,664.63,14.8,44871
Noble County,8.1,Ohio,2016,14294,404.59,5.59,399,15.1,48836
Ottawa County,6.7,Ohio,2016,40636,585.12,330.17,254.95,10.4,56569
Paulding County,4.1,Ohio,2016,18865,418.9,2.64,416.26,10.7,51020
Perry County,5.8,Ohio,2016,35927,412.59,2.82,409.78,17.0,47543
Pickaway County,4.5,Ohio,2016,57565,506.79,4.88,501.91,13.2,60051
Pike County,7,Ohio,2016,28160,443.94,2.46,441.49,20.5,42869
Portage County,4.5,Ohio,2016,161921,507.11,14.72,492.39,13.5,52947
Preble County,4.2,Ohio,2016,41247,426.33,1.52,424.8,11.0,57896
Putnam County,3.1,Ohio,2016,34056,484.23,0.36,483.87,8.3,61069
Richland County,5.1,Ohio,2016,121107,500.33,3.45,496.88,15.8,44835
Ross County,5.2,Ohio,2016,77000,692.96,4.55,688.41,18.6,47507
Sandusky County,4.3,Ohio,2016,59330,417.77,8.59,409.18,11.6,52452
Scioto County,6.7,Ohio,2016,76088,616.07,3.8,612.27,22.1,39245
Seneca County,4.4,Ohio,2016,55353,552.37,1.78,550.59,12.9,49546
Shelby County,3.6,Ohio,2016,48623,411.03,1.76,409.27,9.4,59604
Stark County,4.9,Ohio,2016,373612,580.91,4.77,576.14,13.2,51036
Summit County,4.6,Ohio,2016,540300,420.06,7.34,412.72,13.7,52226
Trumbull County,5.9,Ohio,2016,201825,634.72,18.24,616.48,17.6,45929
Tuscarawas County,5.1,Ohio,2016,92420,571.48,3.91,567.58,12.7,50273
Union County,3.5,Ohio,2016,55457,436.98,0.33,436.65,6.1,78796
Van Wert County,3.7,Ohio,2016,28362,410.49,0.4,410.09,8.9,52610
Vinton County,6.3,Ohio,2016,12921,414.96,0.88,414.08,20.8,41522
Warren County,3.8,Ohio,2016,227063,407.14,7.51,399.63,5.4,81543
Washington County,6.2,Ohio,2016,60610,640.15,5,635.15,13.7,47802
Wayne County,3.7,Ohio,2016,116470,556.31,0.96,555.36,11.9,53605
Williams County,3.9,Ohio,2016,37017,423.05,1.31,421.74,9.7,50770
Wood County,3.8,Ohio,2016,130219,620.54,3.22,617.32,11.4,60347
Wyandot County,3.4,Ohio,2016,22118,407.62,2.01,405.61,8.6,55590
Adair County,5.4,Oklahoma,2016,22098,577.03,1.36,575.67,29.0,33632
Alfalfa County,3,Oklahoma,2016,5827,881.44,14.79,866.65,15.8,53695
Atoka County,6.1,Oklahoma,2016,13810,990,11.71,978.29,19.9,36766
Beaver County,2.6,Oklahoma,2016,5382,1817.58,3.22,1814.36,11.6,53493
Beckham County,6.7,Oklahoma,2016,22519,904.14,2.31,901.83,17.1,47407
Blaine County,3.3,Oklahoma,2016,9643,938.88,10.45,928.43,17.7,44229
Bryan County,4,Oklahoma,2016,45573,943.43,34.63,908.8,16.9,39219
Caddo County,5,Oklahoma,2016,29557,1290.31,11.98,1278.33,21.3,40296
Canadian County,3.8,Oklahoma,2016,136532,905.17,5.45,899.71,8.4,68291
Carter County,4.9,Oklahoma,2016,48556,833.72,9.93,823.79,16.4,47966
Cherokee County,5.6,Oklahoma,2016,48700,776.4,25.37,751.04,23.2,36297
Choctaw County,8,Oklahoma,2016,14885,800.68,26.75,773.93,26.8,32458
Cimarron County,2,Oklahoma,2016,2162,1841.17,6.13,1835.04,17.7,44000
Cleveland County,3.7,Oklahoma,2016,278655,558.34,22.23,536.11,12.4,61275
Coal County,6.4,Oklahoma,2016,5651,521.3,3.07,518.22,21.9,41111
Comanche County,4.4,Oklahoma,2016,122136,1083.82,14.48,1069.35,16.2,48493
Cotton County,4.6,Oklahoma,2016,5941,641.94,5.31,636.64,16.9,43019
Craig County,4.7,Oklahoma,2016,14625,762.71,1.68,761.03,17.5,42781
Creek County,5.5,Oklahoma,2016,71312,969.77,14.23,955.53,15.5,45630
Custer County,4,Oklahoma,2016,29293,1002,15.49,986.51,18.0,43247
Delaware County,4.8,Oklahoma,2016,41598,792.33,51.68,740.65,17.7,39144
Dewey County,3.1,Oklahoma,2016,4819,1008.26,8.13,1000.13,13.2,49398
Ellis County,3.4,Oklahoma,2016,4080,1231.84,2.7,1229.14,13.0,51745
Garfield County,4,Oklahoma,2016,62603,1059.94,1.55,1058.39,14.6,49841
Garvin County,4.9,Oklahoma,2016,27838,813.66,6.18,807.49,17.5,40978
Grady County,4.6,Oklahoma,2016,54655,1105.3,4.34,1100.96,13.2,55552
Grant County,2.8,Oklahoma,2016,4465,1003.61,3.05,1000.56,13.3,48118
Greer County,6.6,Oklahoma,2016,5998,643.66,4.3,639.36,26.7,35231
Harmon County,3,Oklahoma,2016,2704,538.56,0.74,537.82,26.1,36703
Harper County,3.6,Oklahoma,2016,3717,1040.96,1.96,1039,10.6,48559
Haskell County,7.8,Oklahoma,2016,12747,625.27,48.24,577.03,21.1,36418
Hughes County,6.7,Oklahoma,2016,13566,814.64,7.9,806.73,24.7,33578
Jackson County,4.1,Oklahoma,2016,25497,804.15,1.47,802.68,19.2,44211
Jefferson County,7,Oklahoma,2016,6230,773.83,15.07,758.75,22.2,37105
Johnston County,5.5,Oklahoma,2016,11087,658.29,13.78,644.5,21.9,38080
Kay County,5.9,Oklahoma,2016,44943,945.12,26.42,918.7,16.6,44391
Kingfisher County,3.1,Oklahoma,2016,15638,905.96,2.96,903,10.4,60814
Kiowa County,5.2,Oklahoma,2016,9077,1030.66,16.1,1014.56,22.3,36069
Latimer County,7.9,Oklahoma,2016,10414,729.12,6.95,722.17,21.0,35942
Le Flore County,6.5,Oklahoma,2016,49873,1608.03,22.2,1585.82,21.6,37005
Lincoln County,4.9,Oklahoma,2016,35129,965.62,7.88,957.74,15.8,44914
Logan County,3.8,Oklahoma,2016,46588,748.92,4.46,744.45,14.5,54305
Love County,3,Oklahoma,2016,9997,531.94,16.56,515.38,13.9,45200
Major County,3.8,Oklahoma,2016,7772,957.87,1.11,956.76,12.1,51607
Marshall County,4.8,Oklahoma,2016,16191,426.95,55.84,371.11,15.7,41669
Mayes County,5,Oklahoma,2016,40920,683.51,27.37,656.14,17.5,45922
McClain County,3.9,Oklahoma,2016,38682,580.13,10.46,569.67,10.8,61730
McCurtain County,7.1,Oklahoma,2016,32822,1901.32,49.07,1852.26,25.7,32664
McIntosh County,8.6,Oklahoma,2016,19815,712.48,92.48,620.01,21.2,36903
Murray County,4.1,Oklahoma,2016,13918,424.92,6.67,418.25,13.4,48008
Muskogee County,5.3,Oklahoma,2016,69477,838.99,25.14,813.85,21.4,40581
Noble County,3.3,Oklahoma,2016,11384,742.44,10.54,731.9,13.4,50316
Nowata County,5.8,Oklahoma,2016,10419,580.87,15.92,564.95,17.4,41800
Okfuskee County,6.1,Oklahoma,2016,12167,628.91,4.15,624.76,25.1,35106
Oklahoma County,4.2,Oklahoma,2016,782970,718.31,9.22,709.09,16.3,51082
Okmulgee County,7.1,Oklahoma,2016,39213,702.32,5.34,696.97,20.7,38446
Osage County,5.4,Oklahoma,2016,47806,2303.8,53,2250.8,15.5,46074
Ottawa County,4.8,Oklahoma,2016,31691,484.73,13.41,471.32,19.1,39210
Pawnee County,6.2,Oklahoma,2016,16485,594.87,25.43,569.44,16.6,44619
Payne County,3.5,Oklahoma,2016,81131,697.13,10.79,686.34,25.1,42035
Pittsburg County,6.2,Oklahoma,2016,44173,1377.85,71.91,1305.94,14.4,44520
Pontotoc County,3.9,Oklahoma,2016,38330,725.45,5.82,719.64,16.3,44212
Pottawatomie County,4.4,Oklahoma,2016,72290,793.26,5.57,787.7,18.0,42453
Pushmataha County,6.7,Oklahoma,2016,11057,1422.78,25.47,1397.31,22.0,34222
Roger Mills County,4.6,Oklahoma,2016,3640,1146.46,4.58,1141.87,13.0,54629
Rogers County,4.8,Oklahoma,2016,91766,711.44,36.49,674.95,9.1,62622
Seminole County,6.6,Oklahoma,2016,25207,640.57,8.06,632.51,22.6,36671
Sequoyah County,5.8,Oklahoma,2016,41294,714.88,41.06,673.82,19.6,39629
Stephens County,9,Oklahoma,2016,44090,891.12,17.08,874.04,16.7,44505
Texas County,3.1,Oklahoma,2016,21098,2048.81,11.66,2037.16,13.9,50993
Tillman County,4.5,Oklahoma,2016,7465,879.21,7.25,871.97,23.6,36350
Tulsa County,4.5,Oklahoma,2016,642940,587.02,16.72,570.3,15.7,51476
Wagoner County,4.6,Oklahoma,2016,77679,590.99,28.07,562.91,11.3,61882
Washington County,4.6,Oklahoma,2016,52087,424.15,7.34,416.82,14.3,52283
Washita County,6.3,Oklahoma,2016,11447,1009.07,5.73,1003.35,16.0,45642
Woods County,2.9,Oklahoma,2016,9201,1290.07,3.51,1286.57,13.5,50441
Woodward County,5.3,Oklahoma,2016,20814,1246.01,3.71,1242.3,12.5,57403
Baker County,5.8,Oregon,2016,16059,3088.43,20.32,3068.12,17.6,42177
Benton County,3.3,Oregon,2016,89385,678.97,2.51,676.46,18.4,56167
Clackamas County,3.9,Oregon,2016,408062,1879.01,10.83,1868.17,8.7,74460
Clatsop County,4.4,Oregon,2016,38632,1084.75,257.52,827.23,12.9,49898
Columbia County,5.6,Oregon,2016,50785,688.33,31.61,656.72,11.0,63055
