county,nov_rate,state,year,2012_pop_est,total area sqmi,water area,land area,per_pov,med_income
Tioga County,7.2,New York,2012,50303,522.91,4.21,518.69,10.2,56891
Tompkins County,5.2,New York,2012,103135,491.63,15.57,476.05,17.7,49159
Ulster County,7.4,New York,2012,181811,1160.76,34.28,1126.48,13.6,56832
Warren County,8.6,New York,2012,65418,931.66,62.37,869.29,11.6,52692
Washington County,7.7,New York,2012,63066,845.84,10.4,835.44,13.3,49964
Wayne County,7.6,New York,2012,93012,1384.14,779.93,604.21,12.0,48991
Westchester County,6.6,New York,2012,961073,500.08,67.26,432.82,10.2,77166
Wyoming County,8.3,New York,2012,41771,596.44,3.53,592.91,11.3,48470
Yates County,7.2,New York,2012,25271,375.76,37.52,338.24,16.1,43789
Alamance County,7.9,North Carolina,2012,153659,434.77,4.78,429.99,19.5,41394
Alexander County,8.9,North Carolina,2012,36964,263.14,2.95,260.18,17.1,39655
Alleghany County,9.4,North Carolina,2012,10923,235.52,0.87,234.65,21.0,34046
Anson County,10.4,North Carolina,2012,26311,537.13,5.56,531.57,26.8,32339
Ashe County,9.2,North Carolina,2012,27099,426.78,0.65,426.13,20.2,34080
Avery County,10,North Carolina,2012,17630,247.21,0.2,247,22.7,34727
Beaufort County,10.1,North Carolina,2012,47497,958.69,130.72,827.97,19.0,38256
Bertie County,10.9,North Carolina,2012,20591,741.22,42.03,699.19,27.0,30414
Bladen County,12.1,North Carolina,2012,34922,887.13,12.19,874.94,25.5,32766
Brunswick County,10.9,North Carolina,2012,112163,1050.01,195.21,854.79,15.8,48624
Buncombe County,6.6,North Carolina,2012,244188,659.8,3.81,655.99,17.7,43146
Burke County,9.4,North Carolina,2012,89901,514.89,8.17,506.72,19.1,38581
Cabarrus County,8.4,North Carolina,2012,184290,364.98,0.59,364.39,13.2,55531
Caldwell County,10.9,North Carolina,2012,81979,474.29,2.7,471.6,20.4,35127
Camden County,7.5,North Carolina,2012,10035,305.7,65.02,240.68,9.7,53563
Carteret County,8.5,North Carolina,2012,67738,1340.53,820.68,519.84,15.4,48930
Caswell County,9.9,North Carolina,2012,23220,428.43,3.76,424.67,20.8,39615
Catawba County,9.5,North Carolina,2012,154940,413.51,13.54,399.97,18.5,42080
Chatham County,7.3,North Carolina,2012,65764,709.05,26.19,682.85,12.7,55371
Cherokee County,10.3,North Carolina,2012,26971,466.68,11.49,455.19,25.1,31370
Chowan County,10.5,North Carolina,2012,14715,233.31,60.67,172.64,20.8,37458
Clay County,9.5,North Carolina,2012,10684,220.6,5.89,214.7,18.5,36871
Cleveland County,10.6,North Carolina,2012,97425,468.6,3.97,464.63,22.9,38265
Columbus County,11.3,North Carolina,2012,57591,953.6,16.8,936.8,25.3,33765
Craven County,9.2,North Carolina,2012,105309,774.14,65.72,708.43,16.4,47087
Cumberland County,10.1,North Carolina,2012,323454,658.46,5.74,652.72,17.0,45110
Currituck County,8.5,North Carolina,2012,24030,525.65,263.95,261.7,12.5,54822
Dare County,12.8,North Carolina,2012,34453,1561.51,1177.93,383.58,10.7,51900
Davidson County,9.1,North Carolina,2012,163474,566.77,14.62,552.15,16.5,43824
Davie County,8.2,North Carolina,2012,41323,266.89,1.7,265.18,12.8,49984
Duplin County,8.7,North Carolina,2012,59466,819.11,1.38,817.73,23.6,36075
Durham County,6.9,North Carolina,2012,282676,297.79,7.47,290.32,19.3,50889
Edgecombe County,13.6,North Carolina,2012,55746,506.58,1.55,505.03,28.1,32002
Forsyth County,8.3,North Carolina,2012,357815,412.92,3.32,409.6,21.2,43049
Franklin County,9,North Carolina,2012,61537,494.59,2.57,492.02,16.7,42346
Gaston County,9.8,North Carolina,2012,208128,363.54,7.33,356.21,17.8,41614
Gates County,7.5,North Carolina,2012,11919,345.6,5,340.61,17.4,44273
Graham County,16.7,North Carolina,2012,8707,301.6,9.53,292.07,22.5,32883
Granville County,7.4,North Carolina,2012,57764,536.56,5.45,531.12,19.9,46303
Greene County,8,North Carolina,2012,21392,265.89,0.49,265.4,27.1,35050
Guilford County,9,North Carolina,2012,500841,657.7,8.28,649.42,18.1,43299
Halifax County,13.1,North Carolina,2012,53866,731.35,5.99,725.36,29.2,31253
Harnett County,10,North Carolina,2012,122220,601.3,6.29,595.01,18.9,44998
Haywood County,8.5,North Carolina,2012,58796,554.62,0.96,553.66,16.1,40022
Henderson County,6.9,North Carolina,2012,108014,375.04,1.04,374,14.2,45168
Hertford County,10.1,North Carolina,2012,24414,360.42,7.16,353.26,30.5,31861
Hoke County,10.2,North Carolina,2012,50413,392.34,1.12,391.21,20.7,44717
Hyde County,14.1,North Carolina,2012,5736,1424,811.2,612.8,24.3,35301
Iredell County,9.3,North Carolina,2012,162823,597.01,21.44,575.57,14.4,49666
Jackson County,9.6,North Carolina,2012,40560,494.5,3.79,490.71,22.4,37049
Johnston County,7.8,North Carolina,2012,174837,795.79,3.94,791.85,16.8,48773
Jones County,9.4,North Carolina,2012,10272,473.32,1.44,471.88,20.1,35159
Lee County,11.2,North Carolina,2012,59341,259.33,2.07,257.26,17.8,43424
Lenoir County,9.4,North Carolina,2012,59166,402.09,2.24,399.85,23.6,35634
Lincoln County,9,North Carolina,2012,78612,307.03,8.24,298.79,14.6,47799
Macon County,10.7,North Carolina,2012,33820,519.47,3,516.47,20.4,36438
Madison County,9.1,North Carolina,2012,20890,451.59,2.17,449.42,19.9,37644
Martin County,11.3,North Carolina,2012,23888,461.49,0.32,461.17,24.7,33159
McDowell County,10.2,North Carolina,2012,45006,446.41,4.73,441.68,20.2,36584
Mecklenburg County,8.2,North Carolina,2012,968367,546.22,19.94,526.28,16.1,55392
Mitchell County,12.2,North Carolina,2012,15380,222.14,0.71,221.43,20.0,36210
Montgomery County,9.5,North Carolina,2012,27616,501.64,10.04,491.6,23.6,35272
Moore County,8.2,North Carolina,2012,90376,705.67,7.94,697.74,16.0,49670
Nash County,10.6,North Carolina,2012,95240,542.69,2.42,540.27,20.8,40937
New Hanover County,8.1,North Carolina,2012,209189,327.92,128.98,198.93,15.9,50890
Northampton County,11,North Carolina,2012,21312,550.61,14.13,536.48,31.8,31217
Onslow County,7.6,North Carolina,2012,183807,908.56,141.74,766.82,14.9,44263
Orange County,5.6,North Carolina,2012,137551,401.21,1.37,399.84,16.4,53026
Pamlico County,8.9,North Carolina,2012,13041,566.23,229.29,336.94,17.3,41004
Pasquotank County,9.8,North Carolina,2012,40546,289.44,62.56,226.88,17.8,43935
Pender County,9.6,North Carolina,2012,53884,932.64,61.97,870.67,19.3,43318
Perquimans County,10.1,North Carolina,2012,13543,328.93,81.76,247.17,17.8,42494
Person County,10.3,North Carolina,2012,39167,404.09,11.78,392.31,16.2,42546
Pitt County,8.6,North Carolina,2012,172913,654.77,3.19,651.58,24.0,39343
Polk County,7.7,North Carolina,2012,20246,238.6,0.75,237.85,18.3,41719
Randolph County,9.3,North Carolina,2012,142251,789.93,2.57,787.36,17.9,41815
Richmond County,12.7,North Carolina,2012,46357,479.58,5.6,473.98,24.6,30726
Robeson County,12.4,North Carolina,2012,135412,951.03,2.19,948.84,34.7,29965
Rockingham County,10.4,North Carolina,2012,92684,572.33,5.9,566.44,19.1,37577
Rowan County,10,North Carolina,2012,137832,523.86,12.55,511.31,19.2,40400
Rutherford County,12.7,North Carolina,2012,67204,565.9,1.78,564.12,18.2,34193
Sampson County,8.7,North Carolina,2012,63912,947.45,2.01,945.45,21.9,37420
Scotland County,15.8,North Carolina,2012,36156,320.64,1.5,319.14,30.7,31704
Stanly County,9.3,North Carolina,2012,60485,404.26,9.2,395.06,17.2,42816
Stokes County,8.6,North Carolina,2012,46773,455.89,4.05,451.84,17.8,42272
Surry County,9.1,North Carolina,2012,73485,537.79,1.27,536.52,18.6,36934
Swain County,13.5,North Carolina,2012,14098,540.64,12.54,528.1,20.9,36280
Transylvania County,8,North Carolina,2012,32820,380.56,2.17,378.39,15.8,40642
Tyrrell County,13,North Carolina,2012,4138,600.3,210.39,389.91,28.9,30728
Union County,7.2,North Carolina,2012,208362,639.59,2.22,637.37,11.6,61260
Vance County,12.8,North Carolina,2012,45057,269.82,16.31,253.52,25.8,34371
Wake County,6.6,North Carolina,2012,952296,857.26,25.33,831.92,11.6,64107
Warren County,11.3,North Carolina,2012,20663,443.8,15.09,428.7,25.4,33068
Washington County,14.9,North Carolina,2012,12716,424.39,75.93,348.46,27.4,32545
Watauga County,6.9,North Carolina,2012,52062,312.73,0.22,312.51,29.5,38563
Wayne County,8.2,North Carolina,2012,124551,556.69,4.12,552.57,23.4,38776
Wilkes County,9.5,North Carolina,2012,69279,759.93,2.74,757.19,19.9,35362
Wilson County,12,North Carolina,2012,81755,374.26,3.17,371.09,23.8,37440
Yadkin County,8.6,North Carolina,2012,38125,337.49,1.94,335.55,19.3,40012
Yancey County,10.3,North Carolina,2012,17616,313.11,0.65,312.45,20.3,36019
Adams County,2.6,North Dakota,2012,2319,988.84,0.92,987.91,10.3,45829
Barnes County,3,North Dakota,2012,11004,1513.23,21.58,1491.65,11.1,50820
Benson County,6.4,North Dakota,2012,6760,1439.27,58.68,1380.6,32.5,36435
Billings County,3.1,North Dakota,2012,914,1153.4,1.99,1151.41,8.9,65346
Bottineau County,3.2,North Dakota,2012,6581,1697.74,29.16,1668.59,10.5,50756
Bowman County,1.7,North Dakota,2012,3211,1166.99,4.95,1162.05,7.4,56238
Burke County,2,North Dakota,2012,2162,1129.26,25.73,1103.53,8.7,53347
Burleigh County,2.6,North Dakota,2012,85981,1668.04,34.95,1633.09,6.8,62104
Cass County,2.7,North Dakota,2012,157040,1767.91,2.68,1765.23,10.9,51995
Cavalier County,3,North Dakota,2012,3945,1510.14,21.68,1488.46,8.1,56685
Dickey County,2.4,North Dakota,2012,5251,1141.66,10.66,1131,12.1,50978
Divide County,1.5,North Dakota,2012,2239,1294.18,34.65,1259.53,9.1,53885
Dunn County,1.4,North Dakota,2012,3967,2082.25,72.65,2009.6,10.1,62424
Eddy County,3.7,North Dakota,2012,2372,644.23,14.11,630.12,11.9,42908
Emmons County,5.3,North Dakota,2012,3485,1554.72,44.83,1509.88,14.6,42018
Foster County,2.5,North Dakota,2012,3387,646.72,11.52,635.2,8.7,49499
Golden Valley County,3,North Dakota,2012,1803,1002.36,0.37,1001.99,10.6,44583
Grand Forks County,2.9,North Dakota,2012,67697,1439.83,2.02,1437.81,16.5,44376
Grant County,2.9,North Dakota,2012,2341,1665.92,6.46,1659.46,17.2,38524
Griggs County,2.5,North Dakota,2012,2359,716.17,7.67,708.5,8.7,45679
Hettinger County,2.4,North Dakota,2012,2558,1133.7,1.45,1132.25,10.6,48179
Kidder County,5,North Dakota,2012,2431,1433.21,82.42,1350.79,13.5,40749
Lamoure County,2.4,North Dakota,2012,4101,1150.81,3.63,1147.18,9.4,55359
Logan County,3,North Dakota,2012,1938,1011.07,18.43,992.64,12.3,45334
McHenry County,3.6,North Dakota,2012,5783,1911.71,37.62,1874.09,13.6,44266
McIntosh County,3,North Dakota,2012,2756,995.04,19.84,975.19,12.5,40068
McKenzie County,1.5,North Dakota,2012,7963,2860.89,118.87,2742.02,11.3,67995
McLean County,3.9,North Dakota,2012,9384,2328.17,218.21,2109.95,10.5,52584
Mercer County,4.9,North Dakota,2012,8492,1112.42,66.93,1045.49,6.9,64477
Morton County,3.3,North Dakota,2012,28084,1945.28,19.01,1926.27,10.7,54909
Mountrail County,1.6,North Dakota,2012,8741,1941.08,117.15,1823.93,11.6,59583
Nelson County,3.7,North Dakota,2012,3082,1008.74,27.12,981.62,10.2,46292
Oliver County,6.5,North Dakota,2012,1837,731.19,7.67,723.52,10.7,60116
Pembina County,5.1,North Dakota,2012,7262,1121.74,2.99,1118.75,8.2,48649
Pierce County,3.6,North Dakota,2012,4461,1082.16,64.34,1017.82,12.2,43499
Ramsey County,3.7,North Dakota,2012,11572,1300.88,116.04,1184.85,11.7,50457
Ransom County,2.8,North Dakota,2012,5475,864.13,1.38,862.75,9.2,51628
Renville County,2.4,North Dakota,2012,2554,892.03,17.27,874.77,8.2,55232
Richland County,3.3,North Dakota,2012,16221,1445.73,9.02,1436.71,10.6,55420
Rolette County,9,North Dakota,2012,14364,939.33,36.88,902.45,30.1,36158
Sargent County,2.2,North Dakota,2012,3894,867.09,8.34,858.75,7.3,56119
Sheridan County,2.9,North Dakota,2012,1279,1005.78,34.02,971.75,16.7,39505
Sioux County,4.7,North Dakota,2012,4352,1128.3,34.18,1094.12,35.4,31337
Slope County,1.9,North Dakota,2012,761,1219.22,1.28,1217.94,11.1,52645
Stark County,1.7,North Dakota,2012,26919,1340.46,2.3,1338.16,7.7,63886
Steele County,2.6,North Dakota,2012,2000,715.49,3.13,712.36,7.6,57257
Stutsman County,2.9,North Dakota,2012,20983,2298.26,76.86,2221.4,11.9,46485
Towner County,4,North Dakota,2012,2326,1041.56,17,1024.55,9.9,52033
Traill County,2.7,North Dakota,2012,8070,862.53,0.65,861.89,8.8,51218
Walsh County,4,North Dakota,2012,11065,1294.11,12.36,1281.74,11.4,47425
Ward County,2.4,North Dakota,2012,65554,2056.25,43.36,2012.88,8.6,56647
Wells County,3.4,North Dakota,2012,4266,1290.62,19.34,1271.28,11.4,48422
Williams County,1.1,North Dakota,2012,26741,2147.97,77.51,2070.46,7.8,79265
Adams County,11.4,Ohio,2012,28358,585.79,1.88,583.91,22.1,34955
Allen County,6.9,Ohio,2012,105295,406.88,2.46,404.43,20.1,42173
Ashland County,7.4,Ohio,2012,53247,426.85,2.47,424.37,15.2,44748
Ashtabula County,9.1,Ohio,2012,100251,1368.47,666.03,702.44,20.3,37811
Athens County,7.5,Ohio,2012,64605,508.54,1.78,506.76,33.3,33950
Auglaize County,5.4,Ohio,2012,45869,401.72,0.47,401.25,9.7,51769
Belmont County,8,Ohio,2012,69612,541.39,4.04,537.35,16.3,42176
Brown County,9.2,Ohio,2012,44392,495.22,3.46,491.76,16.8,44209
Butler County,6.9,Ohio,2012,370651,470.2,2.93,467.27,14.0,55599
Carroll County,7.2,Ohio,2012,28587,399.01,4.33,394.67,14.8,42540
Champaign County,6.6,Ohio,2012,39574,429.71,1.15,428.56,13.2,48826
Clark County,6.9,Ohio,2012,137172,403.56,3.7,399.86,19.9,40783
Clermont County,6.8,Ohio,2012,199195,457.67,5.68,451.99,11.5,54179
Clinton County,10,Ohio,2012,41828,412.29,1.41,410.88,15.5,42640
Columbiana County,7.6,Ohio,2012,106417,535.18,2.73,532.46,15.9,42782
Coshocton County,9.3,Ohio,2012,36818,567.58,3.51,564.07,15.4,42035
Crawford County,8,Ohio,2012,42828,402.83,0.72,402.11,16.5,40493
Cuyahoga County,5.9,Ohio,2012,1265611,1245.56,787.07,458.49,18.8,41954
Darke County,6.4,Ohio,2012,52496,600.29,0.49,599.8,12.6,44554
Defiance County,6.8,Ohio,2012,38829,414.19,3.03,411.16,15.1,46382
Delaware County,4.7,Ohio,2012,181128,455.97,13.56,442.41,5.0,87470
Erie County,7.6,Ohio,2012,76455,626.15,371.27,254.88,12.2,46307
Fairfield County,6,Ohio,2012,147500,508.6,3.49,505.11,10.7,58884
Fayette County,7.2,Ohio,2012,28838,407.08,0.5,406.58,17.7,42100
Franklin County,5.8,Ohio,2012,1197640,543.32,3.45,539.87,18.0,50053
Fulton County,7,Ohio,2012,42452,407.32,0.54,406.78,10.6,50658
Gallia County,8.8,Ohio,2012,30843,471.13,2.36,468.78,21.0,38397
Geauga County,4.6,Ohio,2012,93862,408.29,4.63,403.66,8.0,69214
Greene County,6.3,Ohio,2012,164421,416.21,1.34,414.88,12.9,54038
Guernsey County,8.1,Ohio,2012,39836,528.29,6.39,521.9,19.1,38353
Hamilton County,6.8,Ohio,2012,802326,412.78,5.42,407.36,19.8,46952
Hancock County,5.4,Ohio,2012,75638,533.6,2.24,531.35,14.6,49866
Hardin County,6.4,Ohio,2012,31639,470.54,0.25,470.29,16.3,42023
Harrison County,7.7,Ohio,2012,15703,410.79,7.26,403.53,18.1,39801
Henry County,7.2,Ohio,2012,28074,419.98,3.47,416.5,11.1,51036
Highland County,9.8,Ohio,2012,43034,557.84,4.56,553.28,17.6,38847
Hocking County,7.1,Ohio,2012,29304,423.6,0.85,422.75,20.1,38927
Holmes County,4.4,Ohio,2012,43138,424.02,1.03,422.99,13.5,43624
Huron County,9.3,Ohio,2012,59243,494.52,1.83,492.69,13.2,46303
Jackson County,9.2,Ohio,2012,32909,421.5,1.22,420.28,21.7,37020
Jefferson County,10.7,Ohio,2012,68336,410.87,1.27,409.61,16.8,40114
Knox County,6.2,Ohio,2012,60790,529.53,2.41,527.12,15.9,44133
Lake County,5.1,Ohio,2012,229409,978.87,750.65,228.21,9.7,55149
Lawrence County,8,Ohio,2012,62114,457.28,2.32,454.96,18.0,38790
Licking County,6.1,Ohio,2012,167765,688.38,1.88,686.5,14.0,52678
Logan County,6.4,Ohio,2012,45444,466.78,8.34,458.44,14.9,45397
Lorain County,6.1,Ohio,2012,301689,923.02,430.52,492.5,14.4,49758
Lucas County,7.8,Ohio,2012,437135,595.88,255.42,340.46,22.7,40759
Madison County,5.6,Ohio,2012,42968,466.18,0.74,465.44,12.5,53445
Mahoning County,7.7,Ohio,2012,235777,423.38,8.14,415.25,19.0,39982
Marion County,7.2,Ohio,2012,66229,404.15,0.3,403.84,18.6,43315
Medina County,4.7,Ohio,2012,173669,423.11,1.57,421.55,7.6,65670
Meigs County,10.4,Ohio,2012,23602,432.38,2.95,429.42,22.5,34978
Mercer County,4.7,Ohio,2012,40850,473.29,10.03,463.27,9.4,52060
Miami County,6.5,Ohio,2012,103103,409.22,2.18,407.04,12.5,52622
Monroe County,8.7,Ohio,2012,14578,457.46,1.92,455.54,15.2,42902
Montgomery County,7.6,Ohio,2012,534692,464.34,2.67,461.68,18.6,42859
Morgan County,8.9,Ohio,2012,14966,421.86,4.2,417.66,18.6,35748
Morrow County,7.4,Ohio,2012,34972,407.36,1.13,406.22,14.2,50904
Muskingum County,8.3,Ohio,2012,85872,672.59,7.97,664.63,20.0,39814
Noble County,10,Ohio,2012,14583,404.59,5.59,399,17.5,40405
Ottawa County,9.4,Ohio,2012,41307,585.12,330.17,254.95,11.2,51216
Paulding County,7,Ohio,2012,19270,418.9,2.64,416.26,12.0,44453
Perry County,8.7,Ohio,2012,35991,412.59,2.82,409.78,19.3,40590
Pickaway County,6.6,Ohio,2012,56326,506.79,4.88,501.91,14.6,54540
Pike County,12.1,Ohio,2012,28486,443.94,2.46,441.49,23.2,36819
Portage County,6.6,Ohio,2012,161427,507.11,14.72,492.39,14.9,52249
Preble County,6.9,Ohio,2012,41880,426.33,1.52,424.8,12.3,46298
Putnam County,5,Ohio,2012,34189,484.23,0.36,483.87,8.2,57079
Richland County,8.2,Ohio,2012,122590,500.33,3.45,496.88,18.4,41772
Ross County,7.7,Ohio,2012,77418,692.96,4.55,688.41,19.6,43285
Sandusky County,6.9,Ohio,2012,60492,417.77,8.59,409.18,11.7,46274
Scioto County,10.4,Ohio,2012,78586,616.07,3.8,612.27,24.4,36379
Seneca County,7,Ohio,2012,56038,552.37,1.78,550.59,16.6,43899
Shelby County,6.4,Ohio,2012,49133,411.03,1.76,409.27,10.2,53390
Stark County,6.7,Ohio,2012,374807,580.91,4.77,576.14,14.7,45626
Summit County,6.8,Ohio,2012,541050,420.06,7.34,412.72,15.9,48836
Trumbull County,8.6,Ohio,2012,207371,634.72,18.24,616.48,17.7,41253
Tuscarawas County,6.7,Ohio,2012,92452,571.48,3.91,567.58,13.5,43546
Union County,5.2,Ohio,2012,52834,436.98,0.33,436.65,8.0,63378
Van Wert County,7.4,Ohio,2012,28715,410.49,0.4,410.09,11.0,45024
Vinton County,9.7,Ohio,2012,13232,414.96,0.88,414.08,21.9,36432
Warren County,6,Ohio,2012,217788,407.14,7.51,399.63,6.6,73598
Washington County,7.7,Ohio,2012,61494,640.15,5,635.15,16.2,41747
Wayne County,5.5,Ohio,2012,115045,556.31,0.96,555.36,12.2,47859
Williams County,7.2,Ohio,2012,37553,423.05,1.31,421.74,13.9,42418
Wood County,6,Ohio,2012,128609,620.54,3.22,617.32,13.7,50534
Wyandot County,5.8,Ohio,2012,22595,407.62,2.01,405.61,10.1,46327
Adair County,8.8,Oklahoma,2012,22252,577.03,1.36,575.67,26.4,31544
Alfalfa County,2.9,Oklahoma,2012,5653,881.44,14.79,866.65,15.9,43892
Atoka County,6.5,Oklahoma,2012,13978,990,11.71,978.29,23.2,36614
Beaver County,3.1,Oklahoma,2012,5584,1817.58,3.22,1814.36,10.4,52134
Beckham County,3,Oklahoma,2012,23123,904.14,2.31,901.83,16.2,50342
Blaine County,3.8,Oklahoma,2012,9814,938.88,10.45,928.43,16.0,40797
Bryan County,5,Oklahoma,2012,43458,943.43,34.63,908.8,19.6,37157
Caddo County,5.8,Oklahoma,2012,29680,1290.31,11.98,1278.33,21.4,34246
Canadian County,3.8,Oklahoma,2012,122543,905.17,5.45,899.71,8.4,62984
Carter County,5.4,Oklahoma,2012,48099,833.72,9.93,823.79,15.8,45787
Cherokee County,6.5,Oklahoma,2012,48051,776.4,25.37,751.04,24.6,35482
Choctaw County,8.2,Oklahoma,2012,15173,800.68,26.75,773.93,22.5,30115
Cimarron County,4,Oklahoma,2012,2392,1841.17,6.13,1835.04,16.8,39376
Cleveland County,4,Oklahoma,2012,266199,558.34,22.23,536.11,12.4,54036
Coal County,7,Oklahoma,2012,5906,521.3,3.07,518.22,21.7,33185
Comanche County,5.8,Oklahoma,2012,126609,1083.82,14.48,1069.35,17.5,44726
Cotton County,5.5,Oklahoma,2012,6146,641.94,5.31,636.64,17.5,38044
Craig County,5.6,Oklahoma,2012,14720,762.71,1.68,761.03,19.8,37586
Creek County,5.7,Oklahoma,2012,70889,969.77,14.23,955.53,15.8,44130
Custer County,3.6,Oklahoma,2012,28511,1002,15.49,986.51,15.4,44842
Delaware County,6.5,Oklahoma,2012,41397,792.33,51.68,740.65,20.9,36765
Dewey County,3,Oklahoma,2012,4786,1008.26,8.13,1000.13,12.7,45763
Ellis County,3,Oklahoma,2012,4069,1231.84,2.7,1229.14,11.4,49545
Garfield County,4,Oklahoma,2012,61278,1059.94,1.55,1058.39,14.6,45370
Garvin County,4.8,Oklahoma,2012,27302,813.66,6.18,807.49,20.4,37980
Grady County,4.6,Oklahoma,2012,53054,1105.3,4.34,1100.96,14.7,47619
Grant County,3.5,Oklahoma,2012,4510,1003.61,3.05,1000.56,12.1,45138
Greer County,5.3,Oklahoma,2012,6059,643.66,4.3,639.36,24.9,33761
Harmon County,4.6,Oklahoma,2012,2907,538.56,0.74,537.82,24.7,28570
Harper County,3.6,Oklahoma,2012,3707,1040.96,1.96,1039,10.1,47375
Haskell County,9,Oklahoma,2012,12866,625.27,48.24,577.03,23.1,32746
Hughes County,7.7,Oklahoma,2012,13797,814.64,7.9,806.73,23.4,30949
Jackson County,5,Oklahoma,2012,26260,804.15,1.47,802.68,16.5,40024
Jefferson County,4.9,Oklahoma,2012,6329,773.83,15.07,758.75,21.2,31684
Johnston County,7.4,Oklahoma,2012,10987,658.29,13.78,644.5,21.2,36135
Kay County,6.9,Oklahoma,2012,45681,945.12,26.42,918.7,18.6,39591
Kingfisher County,3.2,Oklahoma,2012,14989,905.96,2.96,903,10.0,53332
Kiowa County,5,Oklahoma,2012,9346,1030.66,16.1,1014.56,19.9,36329
Latimer County,8.1,Oklahoma,2012,10946,729.12,6.95,722.17,19.3,35649
Le Flore County,9.1,Oklahoma,2012,49983,1608.03,22.2,1585.82,24.9,32778
Lincoln County,4.7,Oklahoma,2012,34209,965.62,7.88,957.74,17.5,44149
