county,state,sq ki
Orangeburg,Pennsylvania,2864.5
Pickens,Pennsylvania,1287
Richland,Pennsylvania,1959.4
Saluda,Pennsylvania,1169.1
Spartanburg,Pennsylvania,2100.5
Sumter,Pennsylvania,1723.5
Union,Pennsylvania,1331.8
Williamsburg,Pennsylvania,2419.1
York,Pennsylvania,1767.8
Aurora,Pennsylvania,1834.3
Beadle,Pennsylvania,3261.9
Bennett,Pennsylvania,3070.2
Bon,Pennsylvania,1459.3
Brookings,Pennsylvania,2057.8
Brown,Pennsylvania,4436.2
Brule,Pennsylvania,2121.3
Buffalo,Pennsylvania,1218.9
Butte,Pennsylvania,5823.8
Campbell,Pennsylvania,1905.8
Charles,Pennsylvania,2844.5
Clark,Pennsylvania,2481.2
Clay,Pennsylvania,1066.1
Codington,Pennsylvania,1781.3
Corson,Pennsylvania,6405.2
Custer,Pennsylvania,4034.6
Davison,Pennsylvania,1127.8
Day,Pennsylvania,2664.2
Deuel,Pennsylvania,1615.1
Dewey,Pennsylvania,5964.3
Douglas,Pennsylvania,1123.1
Edmunds,Pennsylvania,2967.2
Fall,Pennsylvania,4506.4
Faulk,Pennsylvania,2590.6
Grant,Pennsylvania,1767.7
Gregory,Pennsylvania,2631.4
Haakon,Pennsylvania,4696
Hamlin,Pennsylvania,1324
Hand,Pennsylvania,3721.1
Hanson,Pennsylvania,1125.9
Harding,Pennsylvania,6916.8
Hughes,Pennsylvania,1919.1
Hutchinson,Pennsylvania,2105.8
Hyde,Pennsylvania,2230.2
Jackson,Pennsylvania,4841.5
Jerauld,Pennsylvania,1373.4
Jones,Pennsylvania,2514
Kingsbury,Pennsylvania,2171.5
Lake,Pennsylvania,1458.9
Lawrence,Pennsylvania,2072.2
Lincoln,Pennsylvania,1497.4
Lyman,Pennsylvania,4247.8
McCook,Pennsylvania,1488.1
McPherson,Pennsylvania,2944.9
Marshall,Pennsylvania,2172.7
Meade,Pennsylvania,8989.5
Mellette,Pennsylvania,3384.1
Miner,Pennsylvania,1477.3
Minnehaha,Pennsylvania,2095.8
Moody,Pennsylvania,1346
Pennington,Pennsylvania,7190.8
Perkins,Pennsylvania,7437.9
Potter,Pennsylvania,2244.3
Roberts,Pennsylvania,2852.5
Sanborn,Pennsylvania,1473.8
Shannon,Pennsylvania,5423.3
Spink,Pennsylvania,3895.3
Stanley,Pennsylvania,3738.3
Sully,Pennsylvania,2608
Todd,Pennsylvania,3595.5
Tripp,Pennsylvania,4179.3
Turner,Pennsylvania,1597.7
Union,Pennsylvania,1192.4
Walworth,Pennsylvania,1833.3
Yankton,Pennsylvania,1351
Ziebach,Pennsylvania,5082.9
Anderson,Tennessee,874.2
Bedford,Tennessee,1226.9
Benton,Tennessee,1022.6
Bledsoe,Tennessee,1052.4
Blount,Tennessee,1446.7
Bradley,Tennessee,851.5
Campbell,Tennessee,1243.4
Cannon,Tennessee,688.1
Carroll,Tennessee,1551.6
Carter,Tennessee,883.4
Cheatham,Tennessee,784
Chester,Tennessee,747.3
Claiborne,Tennessee,1124.8
Clay,Tennessee,611.5
Cocke,Tennessee,1125.2
Coffee,Tennessee,1110.9
Crockett,Tennessee,687.1
Cumberland,Tennessee,1765.4
Davidson,Tennessee,1300.9
Decatur,Tennessee,864.8
DeKalb,Tennessee,788.9
Dickson,Tennessee,1268.9
Dyer,Tennessee,1322.4
Fayette,Tennessee,1824.8
Fentress,Tennessee,1291.5
Franklin,Tennessee,1432.6
Gibson,Tennessee,1561
Giles,Tennessee,1582.4
Grainger,Tennessee,726.1
Greene,Tennessee,1610.6
Grundy,Tennessee,933.9
Hamblen,Tennessee,417.1
Hamilton,Tennessee,1405.1
Hancock,Tennessee,575.8
Hardeman,Tennessee,1729
Hardin,Tennessee,1496.8
Hawkins,Tennessee,1260.5
Haywood,Tennessee,1381.1
Henderson,Tennessee,1347
Henry,Tennessee,1454.9
Hickman,Tennessee,1586.9
Houston,Tennessee,518.6
Humphreys,Tennessee,1378.5
Jackson,Tennessee,800
Jefferson,Tennessee,709.2
Johnson,Tennessee,773.1
Knox,Tennessee,1317
Lake,Tennessee,423.3
Lauderdale,Tennessee,1218.5
Lawrence,Tennessee,1598.6
Lewis,Tennessee,730.7
Lincoln,Tennessee,1477.1
Loudon,Tennessee,592.1
McMinn,Tennessee,1114.5
McNairy,Tennessee,1450.6
Macon,Tennessee,795.5
Madison,Tennessee,1442.9
Marion,Tennessee,1294.6
Marshall,Tennessee,972.3
Maury,Tennessee,1587.5
Meigs,Tennessee,504.7
Monroe,Tennessee,1645.3
Montgomery,Tennessee,1396.4
Moore,Tennessee,334.6
Morgan,Tennessee,1352.2
Obion,Tennessee,1411.4
Overton,Tennessee,1122.4
Perry,Tennessee,1074.7
Pickett,Tennessee,421.9
Polk,Tennessee,1126.9
Putnam,Tennessee,1038.5
Rhea,Tennessee,818.3
Roane,Tennessee,935
Robertson,Tennessee,1234.2
Rutherford,Tennessee,1603.1
Scott,Tennessee,1378.2
Sequatchie,Tennessee,688.6
Sevier,Tennessee,1534.1
Shelby,Tennessee,1955.1
Smith,Tennessee,814.4
Stewart,Tennessee,1185.4
Sullivan,Tennessee,1069.8
Sumner,Tennessee,1371
Tipton,Tennessee,1189.8
Trousdale,Tennessee,295.9
Unicoi,Tennessee,482.1
Union,Tennessee,579.1
Van,Tennessee,708.3
Warren,Tennessee,1120.7
Washington,Tennessee,844.9
Wayne,Tennessee,1901.1
Weakley,Tennessee,1502.9
White,Tennessee,975.8
Williamson,Tennessee,1509.3
Wilson,Tennessee,1477.9
Anderson,Texas,2773.7
Andrews,Texas,3886.9
Angelina,Texas,2076.2
Aransas,Texas,652.6
Archer,Texas,2356.3
Armstrong,Texas,2366.4
Atascosa,Texas,3191.4
Austin,Texas,1690.4
Bailey,Texas,2141.3
Bandera,Texas,2050.7
Bastrop,Texas,2301.1
Baylor,Texas,2255.5
Bee,Texas,2279.8
Bell,Texas,2742.8
Bexar,Texas,3229.5
Blanco,Texas,1842.3
Borden,Texas,2328.1
Bosque,Texas,2562.2
Bowie,Texas,2299.8
Brazoria,Texas,3592
Brazos,Texas,1517.3
Brewster,Texas,16040
Briscoe,Texas,2331.8
Brooks,Texas,2443.3
Brown,Texas,2444.9
Burleson,Texas,1723.9
Burnet,Texas,2577.8
Caldwell,Texas,1413.6
Calhoun,Texas,1327
Callahan,Texas,2327.6
Cameron,Texas,2345.4
Camp,Texas,511.6
Carson,Texas,2391.2
Cass,Texas,2428
Castro,Texas,2326.9
Chambers,Texas,1552.4
Cherokee,Texas,2725.5
Childress,Texas,1839.9
Clay,Texas,2843.5
Cochran,Texas,2007.9
Coke,Texas,2328.1
Coleman,Texas,3296.9
Collin,Texas,2195.6
Collingsworth,Texas,2379.8
Colorado,Texas,2494.3
Comal,Texas,1454.3
Comanche,Texas,2428.8
Concho,Texas,2568
Cooke,Texas,2263.1
Coryell,Texas,2724.3
Cottle,Texas,2334.2
Crane,Texas,2034.8
Crockett,Texas,7271.8
Crosby,Texas,2329.9
Culberson,Texas,9874.9
Dallam,Texas,3897.4
Dallas,Texas,2278.9
Dawson,Texas,2336.4
Deaf,Texas,3878.4
Delta,Texas,717.9
Denton,Texas,2301.2
DeWitt,Texas,2355
Dickens,Texas,2342
Dimmit,Texas,3447.3
Donley,Texas,2408.2
Duval,Texas,4643.5
Eastland,Texas,2398.6
Ector,Texas,2333.9
Edwards,Texas,5490.7
Ellis,Texas,2434.6
El,Texas,2623.9
Erath,Texas,2813.8
Falls,Texas,1992.1
Fannin,Texas,2309.1
Fayette,Texas,2460.8
Fisher,Texas,2334.2
Floyd,Texas,2570.1
Foard,Texas,1830.4
Fort,Texas,2266.4
Franklin,Texas,739.9
Freestone,Texas,2292.8
Frio,Texas,2934.8
Gaines,Texas,3891.3
Galveston,Texas,1032.6
Garza,Texas,2319.7
Gillespie,Texas,2748.4
Glasscock,Texas,2333.1
Goliad,Texas,2210.8
Gonzales,Texas,2765.7
Gray,Texas,2404.4
Grayson,Texas,2418.2
Gregg,Texas,709.8
Grimes,Texas,2056
Guadalupe,Texas,1842
Hale,Texas,2602.3
Hall,Texas,2339.1
Hamilton,Texas,2164.7
Hansford,Texas,2382.5
Hardeman,Texas,1801.2
Hardin,Texas,2316.4
Harris,Texas,4478.1
Harrison,Texas,2328
Hartley,Texas,3787.5
Haskell,Texas,2338.9
Hays,Texas,1755.9
Hemphill,Texas,2356.2
Henderson,Texas,2264.6
Hidalgo,Texas,4063.9
Hill,Texas,2492.7
Hockley,Texas,2352.5
Hood,Texas,1092
Hopkins,Texas,2032.5
Houston,Texas,3188.3
Howard,Texas,2338.6
Hudspeth,Texas,11839.8
Hunt,Texas,2178.8
Hutchinson,Texas,2298.4
Irion,Texas,2723.6
Jack,Texas,2376.2
Jackson,Texas,2148.5
Jasper,Texas,2428
Jeff,Texas,5865.3
Jefferson,Texas,2340.3
Jim,Texas,2942.7
Jim,Texas,2239.4
Johnson,Texas,1889.2
Jones,Texas,2411.5
Karnes,Texas,1943.5
Kaufman,Texas,2036.1
Kendall,Texas,1715.9
Kenedy,Texas,3773.3
Kent,Texas,2337.2
Kerr,Texas,2865.3
Kimble,Texas,3239.6
King,Texas,2363
Kinney,Texas,3531.6
Kleberg,Texas,2256
Knox,Texas,2212.3
Lamar,Texas,2375.2
Lamb,Texas,2632.2
Lampasas,Texas,1844.3
La,Texas,3856.5
Lavaca,Texas,2512.3
Lee,Texas,1628
Leon,Texas,2776.8
Liberty,Texas,3003.9
Limestone,Texas,2354
Lipscomb,Texas,2414.3
Live,Texas,2684.3
Llano,Texas,2421.3
Loving,Texas,1743.4
Lubbock,Texas,2330
Lynn,Texas,2310.1
Madison,Texas,1216.5
Marion,Texas,987.4
Martin,Texas,2369.5
Mason,Texas,2414.3
Matagorda,Texas,2886.7
Maverick,Texas,3315.6
McCulloch,Texas,2769.7
McLennan,Texas,2698.6
McMullen,Texas,2882.9
Medina,Texas,3439.2
Menard,Texas,2336.1
Midland,Texas,2331.8
Milam,Texas,2633.5
Mills,Texas,1937.8
Mitchell,Texas,2357.2
Montague,Texas,2410.6
Montgomery,Texas,2704.8
Moore,Texas,2330.3
Morris,Texas,659.2
Motley,Texas,2562.6
Nacogdoches,Texas,2452.3
Navarro,Texas,2774.4
Newton,Texas,2415.8
Nolan,Texas,2362.2
Nueces,Texas,2165
Ochiltree,Texas,2376.7
Oldham,Texas,3886.9
Orange,Texas,923.1
Palo,Texas,2468.2
Panola,Texas,2074.5
Parker,Texas,2340.3
Parmer,Texas,2283.7
Pecos,Texas,12338.8
Polk,Texas,2738.6
Potter,Texas,2355.5
Presidio,Texas,9986.5
Rains,Texas,601.1
Randall,Texas,2368.5
Reagan,Texas,3044.3
Real,Texas,1812.9
Red,Texas,2720.1
Reeves,Texas,6827.4
Refugio,Texas,1995.2
Roberts,Texas,2393.5
Robertson,Texas,2213.5
Rockwall,Texas,333.6
Runnels,Texas,2731.2
Rusk,Texas,2392.2
Sabine,Texas,1269.9
San,Texas,1367.3
San,Texas,1478.1
San,Texas,1791.7
San,Texas,2938.5
Schleicher,Texas,3394.7
Scurry,Texas,2337.7
Shackelford,Texas,2367.3
Shelby,Texas,2057
Sherman,Texas,2390.8
Smith,Texas,2404.8
Somervell,Texas,484.8
Starr,Texas,3167.9
Stephens,Texas,2317.3
Sterling,Texas,2391.7
Stonewall,Texas,2379.6
Sutton,Texas,3765.6
Swisher,Texas,2332.3
Tarrant,Texas,2236.5
Taylor,Texas,2371.7
Terrell,Texas,6107
Terry,Texas,2304.8
Throckmorton,Texas,2363.1
Titus,Texas,1063.4
Tom,Texas,3942.5
Travis,Texas,2562.6
Trinity,Texas,1794.6
Tyler,Texas,2390.5
Upshur,Texas,1522.2
Upton,Texas,3216.2
Uvalde,Texas,4031.7
Val,Texas,8212
Van,Texas,2198.4
Victoria,Texas,2285.9
Walker,Texas,2039.7
Waller,Texas,1330.3
Ward,Texas,2164.1
Washington,Texas,1578
Webb,Texas,8694.6
Wharton,Texas,2823.6
Wheeler,Texas,2368
Wichita,Texas,1625.7
Wilbarger,Texas,2515.2
Willacy,Texas,1545.5
Williamson,Texas,2912.1
Wilson,Texas,2090.6
Winkler,Texas,2178.5
Wise,Texas,2343.1
Wood,Texas,1684.3
Yoakum,Texas,2071.4
Young,Texas,2389
Zapata,Texas,2581.8
Zavala,Texas,3363.3
Beaver,Utah,6708.4
Box,Utah,14824.3
Cache,Utah,3016.4
Carbon,Utah,3829.5
Daggett,Utah,1808.8
Davis,Utah,788.6
Duchesne,Utah,8387.4
Emery,Utah,11531
Garfield,Utah,13402
Grand,Utah,9535.8
Iron,Utah,8543.1
Juab,Utah,8785
Kane,Utah,10339.7
Millard,Utah,17067.1
Morgan,Utah,1577.6
Piute,Utah,1962.9
Rich,Utah,2664.1
Salt,Utah,1909.9
San,Utah,20255.7
Sanpete,Utah,4113.3
Sevier,Utah,4947.9
Summit,Utah,4846.3
Tooele,Utah,17989.9
Uintah,Utah,11596.2
Utah,Utah,5175.9
Wasatch,Utah,3058.6
Washington,Utah,6286.4
Wayne,Utah,6372.6
Weber,Utah,1490.8
Addison,Vermont,1994.4
Bennington,Vermont,1751.7
Caledonia,Vermont,1686
Chittenden,Vermont,1395.9
Essex,Vermont,1723.1
Franklin,Vermont,1650
Grand,Vermont,214
Lamoille,Vermont,1192.9
Orange,Vermont,1783.8
Orleans,Vermont,1804.9
Rutland,Vermont,2414.4
Washington,Vermont,1786
Windham,Vermont,2042.9
Windsor,Vermont,2515.7
Accomack,Virginia,1177.4
Albemarle,Virginia,1871.9
Alleghany,Virginia,1154.8
Amelia,Virginia,924.2
Amherst,Virginia,1230.9
Appomattox,Virginia,864.3
Arlington,Virginia,67
Augusta,Virginia,2516.7
Bath,Virginia,1377.6
Bedford,Virginia,1955
Bland,Virginia,929
Botetourt,Virginia,1405.6
Brunswick,Virginia,1466.4
Buchanan,Virginia,1305.1
Buckingham,Virginia,1504.5
Campbell,Virginia,1306.7
Caroline,Virginia,1379.5
Carroll,Virginia,1234.2
Charles,Virginia,472.6
Charlotte,Virginia,1230.3
Chesterfield,Virginia,1102.6
Clarke,Virginia,457.5
Craig,Virginia,854.9
Culpeper,Virginia,987.2
Cumberland,Virginia,773.2
Dickenson,Virginia,861.6
Dinwiddie,Virginia,1304.7
Essex,Virginia,667.7
Fairfax,Virginia,1024.5
Fauquier,Virginia,1684.3
Floyd,Virginia,988
Fluvanna,Virginia,744.4
Franklin,Virginia,1792.6
Frederick,Virginia,1073.8
Giles,Virginia,927
Gloucester,Virginia,561
Goochland,Virginia,736.7
Grayson,Virginia,1146.5
Greene,Virginia,405.6
Greensville,Virginia,765.2
Halifax,Virginia,2107.7
Hanover,Virginia,1224.5
Henrico,Virginia,616.8
Henry,Virginia,990.4
Highland,Virginia,1077.1
Isle,Virginia,818.2
James,Virginia,370.1
King,Virginia,819.2
King,Virginia,466.2
King,Virginia,713.4
Lancaster,Virginia,344.9
Lee,Virginia,1132.2
Loudoun,Virginia,1346.6
Louisa,Virginia,1288.5
Lunenburg,Virginia,1118.3
Madison,Virginia,832.6
Mathews,Virginia,221.9
Mecklenburg,Virginia,1616.1
Middlesex,Virginia,337.5
Montgomery,Virginia,1005.5
Nelson,Virginia,1223.5
New,Virginia,543.5
Northampton,Virginia,537.1
Northumberland,Virginia,498.1
Nottoway,Virginia,815.2
Orange,Virginia,885.1
Page,Virginia,805.9
Patrick,Virginia,1251.4
Pittsylvania,Virginia,2514.5
Powhatan,Virginia,676.8
Prince,Virginia,913.8
Prince,Virginia,687.9
Prince,Virginia,876.5
Pulaski,Virginia,830.3
Rappahannock,Virginia,690.5
Richmond,Virginia,495.9
Roanoke,Virginia,649.2
Rockbridge,Virginia,1553.1
Rockingham,Virginia,2204.6
Russell,Virginia,1229.4
Scott,Virginia,1389.8
Shenandoah,Virginia,1326.7
Smyth,Virginia,1171
Southampton,Virginia,1554.7
Spotsylvania,Virginia,1038.3
Stafford,Virginia,699.3
Surry,Virginia,722.9
Sussex,Virginia,1271.1
Tazewell,Virginia,1346.2
Warren,Virginia,553.5
Washington,Virginia,1461.3
Westmoreland,Virginia,593.6
Wise,Virginia,1044.7
Wythe,Virginia,1199.8
York,Virginia,273.5
Alexandria,Virginia,39.6
Bedford,Virginia,17.7
Bristol,Virginia,30
Buena,Virginia,17.7
Charlottesville,Virginia,26.6
Chesapeake,Virginia,882.4
Colonial,Virginia,19.3
Covington,Virginia,11.5
Danville,Virginia,111.5
Emporia,Virginia,17.8
Fairfax,Virginia,16
Falls,Virginia,5.2
Franklin,Virginia,19.9
Fredericksburg,Virginia,27.2
Galax,Virginia,20.9
Hampton,Virginia,51.8
Harrisonburg,Virginia,45.5
Hopewell,Virginia,26.5
Lexington,Virginia,6.5
Lynchburg,Virginia,127.9
Manassas,Virginia,25.9
Manassas,Virginia,4.7
Martinsville,Virginia,28.4
Newport,Virginia,177
Norfolk,Virginia,139.2
Norton,Virginia,18.8
Petersburg,Virginia,59.3
Poquoson,Virginia,40.2
Portsmouth,Virginia,85.8
Radford,Virginia,25.4
Richmond,Virginia,155.7
Roanoke,Virginia,111.1
Salem,Virginia,37.7
Staunton,Virginia,51.2
Suffolk,Virginia,1036.2
Virginia,Virginia,643.2
Waynesboro,Virginia,36.4
Williamsburg,Virginia,22.3
Winchester,Virginia,24.2
Adams,Washington,4985.7
Asotin,Washington,1647
Benton,Washington,4411.1
Chelan,Washington,7567
Clallam,Washington,4520
Clark,Washington,1626.2
Columbia,Washington,2250.2
Cowlitz,Washington,2949.3
Douglas,Washington,4715.3
Ferry,Washington,5708.3
Franklin,Washington,3217.3
Garfield,Washington,1840.3
Grant,Washington,6931.8
Grays,Washington,4965.7
Island,Washington,540.3
Jefferson,Washington,4684.8
King,Washington,5506.6
Kitsap,Washington,1025.6
Kittitas,Washington,5948.3
Klickitat,Washington,4849.7
Lewis,Washington,6236.2
Lincoln,Washington,5986.1
Mason,Washington,2489.3
Okanogan,Washington,13644.8
Pacific,Washington,2524.1
Pend,Washington,3627.2
Pierce,Washington,4339.7
San,Washington,453.1
Skagit,Washington,4494.4
Skamania,Washington,4290.4
Snohomish,Washington,5413.6
Spokane,Washington,4568.3
Stevens,Washington,6418.9
Thurston,Washington,1883.1
Wahkiakum,Washington,684.4
Walla,Washington,3290.5
Whatcom,Washington,5490.9
Whitman,Washington,5592.8
Yakima,Washington,11126.9
Barbour,Washington,882.7
Berkeley,Washington,831.8
Boone,Washington,1302.8
Braxton,Washington,1330
Brooke,Washington,230.1
Cabell,Washington,729.4
Calhoun,Washington,726.8
Clay,Washington,886.9
Doddridge,Washington,830
Fayette,Washington,1719.7
Gilmer,Washington,880.8
Grant,Washington,1236.1
Greenbrier,Washington,2645.2
Hampshire,Washington,1662.2
Hancock,Washington,215.1
Hardy,Washington,1511.1
Harrison,Washington,1077.7
Jackson,Washington,1206.4
Jefferson,Washington,542.8
Kanawha,Washington,2339.2
Lewis,Washington,1007.1
Lincoln,Washington,1133
Logan,Washington,1176.5
McDowell,Washington,1385
Marion,Washington,802.1
Marshall,Washington,795.2
Mason,Washington,1118.6
Mercer,Washington,1089.1
Mineral,Washington,848.9
Mingo,Washington,1094.6
Monongalia,Washington,935.5
Monroe,Washington,1226.1
Morgan,Washington,593.2
Nicholas,Washington,1680.1
Ohio,Washington,275
Pendleton,Washington,1807.8
Pleasants,Washington,338.6
Pocahontas,Washington,2435.5
Preston,Washington,1679.3
Putnam,Washington,896.8
Raleigh,Washington,1572.1
Randolph,Washington,2693.1
Ritchie,Washington,1174.7
Roane,Washington,1252.6
Summers,Washington,935.5
Taylor,Washington,447.5
Tucker,Washington,1084.9
Tyler,Washington,667.1
Upshur,Washington,918.9
Wayne,Washington,1310
Webster,Washington,1440.4
Wetzel,Washington,930.4
Wirt,Washington,603.5
Wood,Washington,951.4
Wyoming,Washington,1297.3
Adams,Wisconsin,1677.8
Ashland,Wisconsin,2703.7
Barron,Wisconsin,2234.9
Bayfield,Wisconsin,3823.9
Brown,Wisconsin,1369.4
Buffalo,Wisconsin,1772.9
Burnett,Wisconsin,2127.8
Calumet,Wisconsin,828.5
Chippewa,Wisconsin,2617.1
Clark,Wisconsin,3148.7
Columbia,Wisconsin,2004.3
Crawford,Wisconsin,1483.4
Dane,Wisconsin,3113.6
Dodge,Wisconsin,2285.4
Door,Wisconsin,1250.3
Douglas,Wisconsin,3391
Dunn,Wisconsin,2206.9
Eau,Wisconsin,1651.5
Florence,Wisconsin,1264.1
Fond,Wisconsin,1872.5
Forest,Wisconsin,2626.6
Grant,Wisconsin,2973.1
Green,Wisconsin,1512.7
Green,Wisconsin,917.7
Iowa,Wisconsin,1975.5
Iron,Wisconsin,1961.4
Jackson,Wisconsin,2557.1
Jefferson,Wisconsin,1442.8
Juneau,Wisconsin,1988.3
Kenosha,Wisconsin,706.6
Kewaunee,Wisconsin,887.5
La,Wisconsin,1172.7
Lafayette,Wisconsin,1641.1
Langlade,Wisconsin,2260.4
Lincoln,Wisconsin,2287.1
Manitowoc,Wisconsin,1532.1
Marathon,Wisconsin,4001.7
Marinette,Wisconsin,3631.1
Marquette,Wisconsin,1179.8
Menominee,Wisconsin,927.2
Milwaukee,Wisconsin,625.6
Monroe,Wisconsin,2333.4
Oconto,Wisconsin,2585.1
Oneida,Wisconsin,2913
Outagamie,Wisconsin,1658.6
Ozaukee,Wisconsin,600.8
Pepin,Wisconsin,601.7
Pierce,Wisconsin,1493.2
Polk,Wisconsin,2375.9
Portage,Wisconsin,2088.5
Price,Wisconsin,3244.5
Racine,Wisconsin,862.8
Richland,Wisconsin,1518.4
Rock,Wisconsin,1866.2
Rusk,Wisconsin,2365.2
St.,Wisconsin,1869.9
Sauk,Wisconsin,2169.7
Sawyer,Wisconsin,3254.4
Shawano,Wisconsin,2311.8
Sheboygan,Wisconsin,1330.4
Taylor,Wisconsin,2525.1
Trempealeau,Wisconsin,1901.4
Vernon,Wisconsin,2058.9
Vilas,Wisconsin,2260.6
Walworth,Wisconsin,1438.5
Washburn,Wisconsin,2097.2
Washington,Wisconsin,1115.9
Waukesha,Wisconsin,1439
Waupaca,Wisconsin,1945.4
Waushara,Wisconsin,1621.6
Winnebago,Wisconsin,1136.1
Wood,Wisconsin,2053.5
Albany,Wyoming,11069.3
Big,Wyoming,8125.2
Campbell,Wyoming,12423.9
Carbon,Wyoming,20452.1
Converse,Wyoming,11020.1
Crook,Wyoming,7404
Fremont,Wyoming,23783.1
Goshen,Wyoming,5764
Hot,Wyoming,5190.3
Johnson,Wyoming,10791.1
Laramie,Wyoming,6957.4
Lincoln,Wyoming,10539.5
Natrona,Wyoming,13830.7
Niobrara,Wyoming,6801.1
Park,Wyoming,17981.7
Platte,Wyoming,5400.3
Sheridan,Wyoming,6535.7
Sublette,Wyoming,12643.4
Sweetwater,Wyoming,27003
Teton,Wyoming,10380.6
Uinta,Wyoming,5391.7
Washakie,Wyoming,5802
Weston,Wyoming,6210.6
